isogroup28559	GO:0005929
isogroup47501	GO:0031901;GO:0010008;GO:0005794;GO:0016021;GO:0043231;GO:0031902;GO:0005765;GO:0005764;GO:0032588;GO:0006874;GO:0032472;GO:0006487;GO:0035751
isogroup105040	GO:0005739;GO:0016874;GO:0033819;GO:0016415;GO:0006464;GO:0009107
isogroup228759	GO:0031463;GO:0016567
isogroup6730	GO:0005887;GO:0016020;GO:0005886;GO:0005524;GO:0042626;GO:0043225;GO:0008514;GO:0030213;GO:0055085;GO:0006810
isogroup117964	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351
isogroup1258	GO:0005765;GO:0005125;GO:0001816;GO:0006355;GO:0019953;GO:0006351
isogroup97918	GO:0000015;GO:0000287;GO:0004634;GO:0006096
isogroup21257	GO:0043194;GO:0016323;GO:0009986;GO:0043034;GO:0005829;GO:0030425;GO:0005783;GO:0005794;GO:0014704;GO:0016328;GO:0005764;GO:0031594;GO:0043005;GO:0033268;GO:0005886;GO:0045211;GO:0042383;GO:0016529;GO:0014731;GO:0030315;GO:0030018;GO:0045296;GO:0008092;GO:0044325;GO:0030674;GO:0030507;GO:0005200;GO:0007409;GO:0071286;GO:0007016;GO:0006888;GO:0045184;GO:0043001;GO:0010960;GO:0072660;GO:0071709;GO:0000281;GO:1902260;GO:0007528;GO:0019228;GO:0007009;GO:2001259;GO:0010650;GO:0010628;GO:0034112;GO:1900827;GO:0045838;GO:0090314;GO:2000651;GO:0010765;GO:0072659;GO:0072661;GO:0043266;GO:0007165
isogroup23215	GO:0010008;GO:0016021;GO:0015297;GO:0005524;GO:0005247
isogroup37050	GO:0005813;GO:0032133;GO:0032154;GO:0000780;GO:0005737;GO:0005876;GO:0051233;GO:0000922;GO:0031616;GO:0005524;GO:0035174;GO:0004672;GO:0000278;GO:0007052;GO:0032465
isogroup136050	GO:0005576;GO:0016020
isogroup20500	GO:0071013;GO:0005730;GO:0005634;GO:0005689;GO:0032403;GO:0003723;GO:0000398;GO:0042177
isogroup4330	GO:0005832;GO:0005815;GO:0005524;GO:0031681;GO:0051082;GO:0006457
isogroup44035	GO:0005829;GO:0070939;GO:0005783;GO:0005789;GO:0007049;GO:0015031;GO:0060628;GO:1902504;GO:0006890
isogroup304950	GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0016605;GO:0005524;GO:0051019;GO:0004672;GO:0004674;GO:0007049;GO:0030154;GO:0071363;GO:0070301;GO:0071499;GO:0071310;GO:0071560;GO:0043066;GO:2000352;GO:0070377;GO:2001240;GO:0034115;GO:0043407;GO:0051534;GO:1902176;GO:0060761;GO:0018105;GO:0051247;GO:0045944;GO:0036003;GO:0006468;GO:0045765;GO:0010468
isogroup32248	GO:0005737;GO:0031410;GO:0005829;GO:0031234;GO:0005925;GO:0005794;GO:0015630;GO:0005524;GO:0034987;GO:0008017;GO:0004715;GO:0035091;GO:0004672;GO:0004713;GO:0005102;GO:0007155;GO:0030154;GO:0016477;GO:0006935;GO:0007173;GO:0045087;GO:0001578;GO:0038083;GO:0018108;GO:2000251;GO:0031116;GO:0045639;GO:0010976;GO:0046777;GO:0030155;GO:0045595;GO:2000145;GO:0042127;GO:0008360;GO:0043304
isogroup5503	GO:0005783;GO:0016021;GO:0016409;GO:0019706;GO:0018345
isogroup3972	GO:0005576;GO:0005615;GO:0007275;GO:0032348;GO:0090090;GO:2000065;GO:0045892;GO:0016055
isogroup9355	GO:0005634;GO:0006310;GO:0006281;GO:0006355;GO:0006351
isogroup184809	GO:0005829;GO:0043240;GO:0016020;GO:0005654;GO:0070182;GO:0006281;GO:0007095;GO:0031398
isogroup367868	GO:0005829;GO:0047429;GO:0008171
isogroup90488	GO:0010494;GO:0000932;GO:0003730;GO:0035613;GO:0008270;GO:0061158;GO:0071347;GO:0000288;GO:0061014;GO:0042129
isogroup5864	GO:0010008;GO:0016021;GO:0005886;GO:0004800;GO:0042446
isogroup185389	GO:0016021;GO:0005886;GO:0004930;GO:0007166;GO:0007186;GO:0010579
isogroup294688	GO:0005829;GO:0000123;GO:0005654;GO:0005634;GO:0003688;GO:0004402;GO:0003700;GO:0044212;GO:0008270;GO:0006260;GO:0043966;GO:0043983;GO:0043981;GO:0043982;GO:0090240;GO:1900182;GO:0045944;GO:0006355;GO:0072716;GO:0072739;GO:0072720;GO:0072710;GO:0072708;GO:0031098;GO:0006351
isogroup174012	GO:0016021;GO:0005886;GO:0046872;GO:0004222;GO:0016485
isogroup10880	GO:0005903;GO:0005938;GO:0030054;GO:0070062;GO:0030426;GO:0017146;GO:0014069;GO:0032587;GO:0032420;GO:0003779;GO:0048365;GO:0035591;GO:0051764;GO:0031532;GO:0051017;GO:0070358;GO:0008344;GO:0051016;GO:0048149;GO:0036336;GO:0010458;GO:0016601;GO:0030832;GO:0008360
isogroup7508	GO:0031410;GO:0016021;GO:0005886;GO:0012506;GO:0007275;GO:0016055
isogroup401662	GO:0097362;GO:0005634;GO:0005524;GO:0003677;GO:0004386;GO:0006974;GO:0006260;GO:0000724
isogroup74882	GO:0005829;GO:0031235;GO:0016020;GO:0031965;GO:0005886;GO:0005096;GO:0044325;GO:0019900;GO:0005161;GO:0032403;GO:0043422;GO:1990782;GO:0030971;GO:0008134;GO:0030036;GO:0090630;GO:0007155;GO:0071364;GO:0044344;GO:0036120;GO:0009790;GO:0030539;GO:0000281;GO:0043066;GO:0007162;GO:0001953;GO:0043524;GO:0046580;GO:0048146;GO:0046326;GO:0043547;GO:0050731;GO:0001934;GO:0030833;GO:0042493;GO:0032868;GO:0007165;GO:0001570
isogroup302516	GO:0000800;GO:0005634;GO:0000795;GO:0003677;GO:0046982;GO:0051301;GO:0007143;GO:0009566;GO:0048808;GO:0007140;GO:0043066
isogroup133159	GO:0005783;GO:0005789;GO:0016021;GO:0016020;GO:0000026;GO:0052926;GO:0052918;GO:0000030;GO:0006488;GO:0006486
isogroup293878	GO:0005737;GO:0005829;GO:0005886;GO:0007165
isogroup48466	
isogroup14385	GO:0031902;GO:0005765;GO:0005764;GO:0045121;GO:0005886;GO:0071986;GO:0016049;GO:0034613;GO:0071230;GO:0042632;GO:0032439;GO:0007032;GO:0032418;GO:0007040;GO:0043547;GO:0043410;GO:0032008;GO:0010874;GO:0010872;GO:0060620;GO:0001919
isogroup27558	GO:0005881;GO:0015630
isogroup37767	GO:0005739;GO:0003824;GO:0008152
isogroup305297	GO:0016021
isogroup90706	GO:0005576;GO:0005509;GO:0004623;GO:0050482;GO:0016042;GO:0006644
isogroup83052	GO:0005737;GO:0005829;GO:0008285
isogroup69969	GO:0016021;GO:0005886;GO:0004930;GO:0007186
isogroup3312	GO:0005887;GO:0005337
isogroup56970	GO:0000139;GO:0005795;GO:0016021;GO:0008455;GO:0009312;GO:0018279
isogroup354717	GO:0005858;GO:0005737;GO:0005874;GO:0005524;GO:0016887;GO:0003777;GO:0001539;GO:0007018
isogroup73068	GO:0005789;GO:0043231;GO:0031090;GO:0050544;GO:0008391;GO:0070330;GO:0020037;GO:0005506;GO:0019369;GO:0006690;GO:0009636
isogroup80486	GO:0016021;GO:0005886;GO:0015181;GO:0015174;GO:0015189;GO:0015809
isogroup13666	GO:0005737;GO:0004397;GO:0019556;GO:0019557
isogroup177857	GO:0009986;GO:0005578;GO:0042802;GO:0005178;GO:0007409;GO:0016049;GO:0016477;GO:0007160;GO:1905240;GO:0045668;GO:0033689;GO:0002076
isogroup121769	GO:0005801;GO:0070062;GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0015018;GO:0015020;GO:0046872;GO:0072542;GO:0005975;GO:0030204;GO:0050650;GO:0050651;GO:0006024;GO:0030203;GO:0015012;GO:0043085;GO:0090316;GO:0006486
isogroup25751	GO:0045177;GO:0070062;GO:0016021;GO:0005622;GO:0005886;GO:0005509;GO:0001658;GO:0021987;GO:0072137;GO:0048565;GO:0008543;GO:0003007;GO:0007157;GO:0035329;GO:0007156;GO:0060122;GO:0022008;GO:0007219;GO:0043931;GO:0007009;GO:0072307
isogroup335904	GO:0005737;GO:0005730;GO:0004177;GO:0070006;GO:0008237;GO:0042277;GO:0008270;GO:0043171;GO:0006508
isogroup24330	GO:0005759;GO:0004029;GO:0004030;GO:0019413;GO:0006068
isogroup109018	GO:0070062;GO:0005615;GO:0030175;GO:0016021;GO:0005765;GO:0005634;GO:0005886;GO:0012506;GO:0008253;GO:0003993;GO:0052642;GO:0016791;GO:0042803;GO:0042131;GO:0046085;GO:0016311;GO:0009117;GO:0060168;GO:0051289;GO:0006144;GO:0051930;GO:0006772
isogroup42232	GO:0005737;GO:0070062;GO:0004342;GO:0016787;GO:0005975;GO:0006091;GO:0006043;GO:0006044
isogroup86520	GO:0016021;GO:0005886;GO:0005496;GO:0003707;GO:0007275;GO:0048477;GO:0048545
isogroup47405	GO:0000790;GO:0031491;GO:0003714;GO:0016569;GO:0006336;GO:0031935;GO:0006351
isogroup2004	GO:0005913;GO:0005737;GO:0005829;GO:0008290;GO:0005925;GO:0016604;GO:0005654;GO:0005634;GO:0005886;GO:0003779;GO:0051015;GO:0045296;GO:0005516;GO:0046982;GO:0042803;GO:0003723;GO:0030507;GO:0005198;GO:0008134;GO:0030036;GO:0051017;GO:0051016;GO:0000902;GO:0006884;GO:0071277;GO:0030218;GO:0020027;GO:0048873;GO:0001701;GO:0036498;GO:0035264;GO:1903393;GO:1903142;GO:0032092;GO:0055085
isogroup118956	GO:0016324;GO:0016021;GO:0042462;GO:0060041;GO:0007601
isogroup96696	GO:0015629;GO:0005903;GO:0030054;GO:0005737;GO:0043197;GO:0031941;GO:0005902;GO:0032421;GO:0032426;GO:0051015;GO:0017124;GO:0051017;GO:0051639;GO:0007626;GO:0051494;GO:0030046;GO:0051491;GO:0007605
isogroup320648	GO:0030127;GO:0031463;GO:0030134;GO:0000139;GO:0009952;GO:0060028;GO:0048208;GO:0006888;GO:0014032;GO:0014029;GO:0006513;GO:0016055
isogroup54647	GO:0005634;GO:0005525;GO:0003924
isogroup32030	GO:0071013;GO:0003723;GO:0009950;GO:0000398;GO:0022008;GO:0048812
isogroup71999	
isogroup131548	GO:0000932;GO:0035198;GO:0004842;GO:0008270;GO:0010172;GO:0008543;GO:0000082;GO:0035278;GO:0010586;GO:0021915;GO:0051865;GO:0060964;GO:2000177;GO:0072089
isogroup207433	GO:0005737;GO:0016020;GO:0019005;GO:0005516;GO:0036312;GO:0019903;GO:0004842;GO:0006464;GO:0006513;GO:0016567;GO:0006508;GO:0010506;GO:0014066;GO:0031146;GO:0016032
isogroup3	GO:0005576;GO:0042151
isogroup14978	GO:0031012;GO:0005576;GO:0001527;GO:0005578;GO:0005509;GO:0005201;GO:0060346;GO:0043010;GO:0048048;GO:0030326;GO:0035108;GO:0030501;GO:0045669;GO:0035583
isogroup79364	GO:0016021;GO:0005765;GO:0006810
isogroup6092	GO:0005737;GO:0005634;GO:0003677;GO:0004842;GO:0006284;GO:0030154;GO:0016574;GO:0006513;GO:0000209
isogroup83258	GO:0016323;GO:0005887;GO:0016020;GO:0005886;GO:0031088;GO:0016404;GO:0005524;GO:0015662;GO:0042626;GO:0043225;GO:0060271;GO:0002576;GO:0048661;GO:0032310;GO:0042493;GO:0014070;GO:0010243;GO:0055085
isogroup295512	GO:0016021;GO:0016020;GO:0005634;GO:0000977;GO:0001078;GO:0008270;GO:0006366
isogroup459373	GO:0005634;GO:0003677;GO:0015074;GO:0006313
isogroup10859	GO:0005829;GO:0070062;GO:0005634;GO:0000502;GO:0005839;GO:0019773;GO:0004298;GO:0043161
isogroup121606	GO:0005887;GO:0005261;GO:0034220
isogroup68411	GO:0030424;GO:0016010;GO:0055120;GO:0030235;GO:0008307;GO:0007626;GO:0046716;GO:0040017;GO:0046662;GO:0045214
isogroup52887	GO:0005576;GO:0008305;GO:0004621;GO:0004630;GO:0007155;GO:0006507
isogroup185213	GO:0005671;GO:0000124;GO:0003713;GO:0043966;GO:0043967;GO:0006357;GO:0006351
isogroup44626	GO:0000781;GO:0016604;GO:0030915;GO:0006310;GO:0006281;GO:2001022
isogroup145729	
isogroup119955	GO:0004190;GO:0004519;GO:0003964
isogroup292920	GO:0005576
isogroup154913	GO:0005576;GO:0046872;GO:0004222
isogroup20639	GO:0043022;GO:0003723;GO:0061630;GO:0008270;GO:0006513;GO:0016567;GO:0072344
isogroup129992	GO:0090575;GO:0046983;GO:0000977;GO:0006357;GO:0043588;GO:0006351
isogroup50477	GO:0005887;GO:0005262;GO:0005509;GO:0008273;GO:0030955;GO:0031402;GO:0015293;GO:0006874;GO:0060292;GO:0060291;GO:0050896;GO:0007601
isogroup78675	GO:0005829;GO:0003993;GO:0005524;GO:0033857;GO:0000829;GO:0052723;GO:0052724;GO:0000832;GO:0000828;GO:0000827;GO:0006020;GO:0032958
isogroup79147	GO:0005813;GO:0005737;GO:0030496;GO:0000922;GO:0007049;GO:0051301;GO:0007346
isogroup4669	GO:0072562;GO:0034707;GO:0005737;GO:0070062;GO:0005739;GO:0005635;GO:0031965;GO:0048471;GO:0005886;GO:0045296;GO:0005247;GO:0006821;GO:0070527;GO:0045669;GO:0051726;GO:0051881
isogroup134701	
isogroup124365	GO:0005737;GO:0005871;GO:0005874;GO:0005634;GO:0005524;GO:0016887;GO:0003677;GO:0008017;GO:0003777;GO:0007018
isogroup90096	GO:0005737;GO:0031965;GO:0005643;GO:0016929;GO:0045444;GO:0051028;GO:0016926;GO:0015031;GO:0016055
isogroup20749	GO:0005635;GO:0005509
isogroup124295	GO:0005737;GO:0005856;GO:0005794;GO:0005874;GO:0005886;GO:0032587;GO:0003779;GO:0051015;GO:0016887;GO:0045296;GO:0005509;GO:0008017;GO:0003723;GO:0043001;GO:0045773;GO:0030177;GO:0010632;GO:0051893;GO:0032886;GO:0016055;GO:0042060
isogroup197618	GO:0005737;GO:0005634;GO:0005886;GO:0005524;GO:0005509;GO:0009931;GO:0005516;GO:0004683;GO:0009738;GO:0035556;GO:0018105;GO:0046777
isogroup13854	GO:0005737;GO:0005829;GO:0043197;GO:0005769;GO:0031313;GO:0019897;GO:0030496;GO:0005634;GO:0014069;GO:0045296;GO:0004197;GO:0017124;GO:0004843;GO:0008283;GO:0007032;GO:0000281;GO:0016579;GO:0071108;GO:0070536;GO:0006511
isogroup452644	GO:0005737;GO:0005783;GO:0005768;GO:0005887;GO:0005764;GO:0005886;GO:0043195;GO:0004951;GO:0042277;GO:0031532;GO:0031100;GO:0032870;GO:0042755;GO:0007631;GO:0001696;GO:0030073;GO:0031016;GO:0030157;GO:0007204;GO:0090274;GO:0002023;GO:0051924;GO:0046883;GO:0043266;GO:0051384;GO:0009408;GO:0032496;GO:0007584;GO:1901652;GO:0009314;GO:0042594;GO:0048545;GO:0001659
isogroup491967	GO:0005829;GO:0005654;GO:0005634;GO:0003682;GO:0032452;GO:0051864;GO:0046872;GO:0000086;GO:0070544;GO:0045893;GO:0006351
isogroup74861	GO:0016323;GO:0005737;GO:0005887;GO:0016020;GO:0005886;GO:0005524;GO:0015238;GO:0015562;GO:0015431;GO:0034634;GO:0034040;GO:0005324;GO:0016491;GO:0046624;GO:0008559;GO:0060326;GO:0046618;GO:0006855;GO:0034775;GO:0060548;GO:1901215;GO:0033700;GO:0015911;GO:0030335;GO:1905701;GO:0042493;GO:0006979;GO:0055085;GO:0042908
isogroup57384	GO:0016021;GO:0005622;GO:0005886;GO:0004930;GO:0005525;GO:0005229;GO:0042924;GO:0001607;GO:0043006;GO:0050482;GO:0006816;GO:0019722;GO:0007267;GO:0007417;GO:0007631;GO:0007625;GO:0048016;GO:0007218;GO:0007200;GO:0007204;GO:0002023;GO:0006940;GO:0048265
isogroup32811	GO:0016324;GO:0005794;GO:0016021;GO:0016020;GO:0005730;GO:0005634;GO:0030141;GO:0005385;GO:0006882;GO:0006824;GO:0061088;GO:0010043;GO:0006829
isogroup15487	GO:0005829;GO:0042405;GO:0005643;GO:0016607;GO:0005654;GO:0005634;GO:0003729;GO:0005487;GO:0003723;GO:0003727;GO:0006406;GO:0016973;GO:0006405;GO:0016032
isogroup254	GO:0022627;GO:0070062;GO:0031012;GO:0005925;GO:0016020;GO:0005730;GO:0017134;GO:0042803;GO:0019901;GO:0003723;GO:0003735;GO:0030218;GO:0000462;GO:0002548;GO:0060266;GO:0007219;GO:0007000;GO:0060265;GO:0051262;GO:0000028;GO:0006412
isogroup53253	GO:0005814;GO:0005813;GO:0036064;GO:0001917;GO:0060271;GO:0070201;GO:0007224
isogroup203802	GO:0003874;GO:0046872;GO:0006729
isogroup94632	
isogroup99824	GO:0005737;GO:0005634;GO:0008198;GO:0016706;GO:0016300;GO:0000049;GO:0008175;GO:0002098
isogroup63743	GO:0005930;GO:0034464;GO:0036064;GO:0005737;GO:0016020;GO:0043005;GO:0097730;GO:0006935;GO:0060271;GO:0042073;GO:1905515;GO:1904107
isogroup54436	GO:0042641;GO:0005737;GO:0005524;GO:0005525;GO:0004721;GO:0004674;GO:0004871;GO:0099139;GO:0035556;GO:0000281;GO:0006470;GO:0006468;GO:0007264
isogroup236264	GO:0005576;GO:0005509;GO:0004222;GO:0008270
isogroup3035	GO:0005576;GO:0042151
isogroup66906	GO:0005829;GO:0070062;GO:0005654;GO:0047617;GO:0052689;GO:0036042;GO:0102991;GO:0016290;GO:0042803;GO:0015937;GO:0036116;GO:0051792;GO:0036114;GO:1900535
isogroup41953	GO:0005923;GO:0005737;GO:0030425;GO:0016021;GO:0043025;GO:0005886;GO:0043235;GO:0001525;GO:0021510
isogroup303594	GO:0015629;GO:0005887;GO:0005886;GO:0004930;GO:0008188;GO:0031628;GO:0042277;GO:0032870;GO:0007186;GO:0045761;GO:2000479;GO:0043408;GO:1901652
isogroup27262	GO:0005829;GO:0016021;GO:0005634;GO:0008047;GO:0008289;GO:0016765;GO:0005215;GO:0045542;GO:0006355;GO:0006351
isogroup57617	GO:0005654;GO:0003677;GO:0046872;GO:0003700;GO:0006357;GO:0006351
isogroup73523	GO:0033391;GO:0016605;GO:0005667;GO:0017162;GO:0043425;GO:0001046;GO:0003677;GO:0070888;GO:0051879;GO:0046982;GO:0070491;GO:0000982;GO:0001190;GO:0032922;GO:0007623;GO:0060137;GO:0045599;GO:2000323;GO:0032007;GO:0090403;GO:0090263;GO:0042753;GO:2001016;GO:0045893;GO:0043161;GO:0000060;GO:0051726;GO:2000772;GO:0042634;GO:0050796;GO:0050767;GO:0042176;GO:2000074;GO:0051775;GO:0007283
isogroup110680	GO:0005788;GO:0050211
isogroup179520	GO:0005737;GO:0005886;GO:0005891;GO:0008332;GO:0097110;GO:0086056;GO:0086059;GO:0005248;GO:0086016;GO:0086027;GO:0070509;GO:0070588;GO:0086002;GO:0007268;GO:0086010;GO:0086045;GO:0086046;GO:0019228;GO:0045956;GO:0060371;GO:0086091;GO:0042391;GO:0010045;GO:0086015;GO:0086018
isogroup339902	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074
isogroup180798	GO:0005737;GO:0005576;GO:0005615;GO:0016020;GO:0005509;GO:0003682;GO:0007155
isogroup41676	GO:0005634;GO:0030017;GO:0016491;GO:0034599
isogroup179251	GO:0005737;GO:0019005;GO:0031625;GO:0043161;GO:0042787;GO:0030162
isogroup18183	GO:0030424;GO:0005737;GO:0005829;GO:0043197;GO:0031901;GO:0070062;GO:0043231;GO:0005634;GO:0014069;GO:0097060;GO:0008021;GO:0005774;GO:0052866;GO:0052629;GO:0004438;GO:0042803;GO:0004725;GO:0097062;GO:0016311;GO:0046855;GO:0032288;GO:0090394;GO:0031642;GO:2000645;GO:0002091;GO:0048666;GO:0046856;GO:0046488;GO:2000643;GO:0051262
isogroup92	GO:0005840;GO:0003735;GO:0006412
isogroup132	GO:0005840;GO:0003735;GO:0006412
isogroup42403	GO:0005615;GO:0004252;GO:0007586
isogroup118598	GO:0005578;GO:0005102;GO:0051216;GO:0030154;GO:0016055
isogroup211875	GO:0016021;GO:0005739;GO:0006396
isogroup207023	GO:0005578;GO:0005509;GO:0004222;GO:0008270;GO:0030574
isogroup9299	GO:0005642;GO:0005813;GO:1990723;GO:0005739;GO:0005635;GO:0042405;GO:0031965;GO:0005643;GO:0044614;GO:0044615;GO:0005634;GO:0016874;GO:0003755;GO:0032403;GO:0008536;GO:0003723;GO:0019789;GO:0008270;GO:0000082;GO:0051028;GO:0033133;GO:0043547;GO:0046604;GO:0006457;GO:0006606;GO:0016925;GO:0090526;GO:0001975;GO:0006405;GO:0007051;GO:0006511
isogroup19706	GO:0016021;GO:0005886;GO:0004969;GO:0001696;GO:0006955;GO:0045907
isogroup39760	GO:0031265;GO:0005737;GO:0005829;GO:0031264;GO:0005739;GO:0030690;GO:0005654;GO:0005634;GO:0005886;GO:0097342;GO:0004197;GO:0097153;GO:0097199;GO:0097200;GO:0035877;GO:0004175;GO:0042802;GO:0008233;GO:0046982;GO:0097110;GO:0031625;GO:0097202;GO:0006919;GO:0001525;GO:0006915;GO:0097190;GO:0048738;GO:0097194;GO:0097191;GO:0008625;GO:0007507;GO:0097284;GO:0030225;GO:0043124;GO:0060546;GO:0001841;GO:0043065;GO:2001238;GO:0043123;GO:0045651;GO:0045862;GO:0006508;GO:0051603;GO:2001233;GO:0070243;GO:0034612;GO:0036462
isogroup106025	GO:0005634;GO:0003723;GO:0008419;GO:0000398;GO:0090502;GO:0000375
isogroup136313	GO:0005737;GO:0042645;GO:0005524;GO:0004004;GO:0003682;GO:0003723;GO:0042254;GO:0006396
isogroup260666	GO:0016021;GO:0005886;GO:0004930;GO:0004983;GO:0007268;GO:0007631;GO:0007186;GO:0042445;GO:0007218
isogroup209048	GO:0005694;GO:0034399;GO:0003682;GO:0046975;GO:0018024;GO:0008270;GO:0020033;GO:0020012;GO:0010452;GO:0097198;GO:0006355
isogroup67058	GO:0005737;GO:0005829;GO:0005730;GO:0005654;GO:1990452;GO:0043234;GO:0019005;GO:0030332;GO:0042802;GO:0050816;GO:0030674;GO:0031625;GO:0097027;GO:0004842;GO:0006974;GO:0034644;GO:0055088;GO:0032876;GO:2000346;GO:0045746;GO:2000639;GO:0010868;GO:0045741;GO:0070374;GO:1903378;GO:1901800;GO:1903955;GO:0031398;GO:2000060;GO:0051443;GO:0000209;GO:0050821;GO:0016567;GO:1902806;GO:0010883;GO:1903146;GO:0032880;GO:0031146;GO:0007062;GO:0001944;GO:0016032
isogroup338004	GO:0005737;GO:0005634;GO:0046872;GO:0004518
isogroup78221	GO:0005634;GO:0003755;GO:0004842;GO:0030154;GO:0040022;GO:0006457;GO:0007548
isogroup105310	GO:0071601
isogroup268271	GO:0005634;GO:0043565;GO:0007275;GO:0006355;GO:0050896;GO:0006351;GO:0007601
isogroup315321	GO:0045180;GO:0009925;GO:0036064;GO:0060170;GO:0005929;GO:0005737;GO:0030659;GO:0005783;GO:0005789;GO:0070062;GO:0031941;GO:0071458;GO:0071556;GO:0005887;GO:0030027;GO:0072686;GO:0031514;GO:0097730;GO:0005886;GO:0002133;GO:0042805;GO:0051117;GO:0005262;GO:0005509;GO:0048763;GO:0015267;GO:0008092;GO:0043398;GO:0042802;GO:0044325;GO:0051371;GO:0015271;GO:0051219;GO:0005267;GO:0042803;GO:0005102;GO:0005245;GO:0022843;GO:0005244;GO:0005248;GO:0035904;GO:0001658;GO:0070588;GO:0006816;GO:0007050;GO:0006874;GO:0071277;GO:0071320;GO:0071498;GO:0071464;GO:0071470;GO:0042994;GO:0050982;GO:0003127;GO:0007368;GO:0071910;GO:0001892;GO:0007507;GO:0001947;GO:0007259;GO:0001822;GO:0001889;GO:0072177;GO:0072218;GO:0072214;GO:0072219;GO:0072235;GO:0072075;GO:0035502;GO:0072284;GO:0072208;GO:2000134;GO:0060315;GO:0021915;GO:0060674;GO:0071158;GO:0031659;GO:0010628;GO:0031587;GO:0045429;GO:0045944;GO:0071805;GO:0051289;GO:0090279;GO:0030814;GO:0042127;GO:0051209;GO:0061441;GO:0072001;GO:0061333;GO:0035725;GO:0021510
isogroup15399	GO:0016740;GO:0008270;GO:0016567
isogroup285907	GO:0016021;GO:0019838;GO:0008201;GO:0046872;GO:0017154;GO:0005021;GO:0001525;GO:0009887;GO:0048675;GO:0007411;GO:0007413;GO:0051216;GO:0035767;GO:0007508;GO:0008045;GO:0001755;GO:0045765;GO:0030947;GO:0001666;GO:0002040;GO:0048538;GO:0048010;GO:0001944;GO:0001570
isogroup191077	GO:0005813;GO:0005737;GO:0030496;GO:0000922;GO:0007049;GO:0051301;GO:0007346
isogroup234340	GO:0005737;GO:0005783;GO:0031012;GO:0005615;GO:0005578;GO:0007596;GO:0007155;GO:0070417;GO:0071222;GO:0097421;GO:0030168;GO:0035902;GO:0033591;GO:0010165
isogroup51638	GO:0005743;GO:0005763;GO:0005739;GO:0005730;GO:0003723;GO:0003735;GO:0042769;GO:0000462;GO:0070125;GO:0070126;GO:0006412
isogroup225294	GO:0005737;GO:0005829;GO:0005759;GO:0005886;GO:0005524;GO:0003919;GO:0006747;GO:0055114;GO:0006771
isogroup56690	GO:0005929;GO:0005789;GO:0071782;GO:0005768;GO:0005794;GO:0032593;GO:0030670;GO:0055037;GO:0055038;GO:0005802;GO:0019003;GO:0005525;GO:0003924;GO:0007409;GO:0061467;GO:0032869;GO:0071786;GO:0016197;GO:0045200;GO:0097051;GO:0043001;GO:0006893;GO:0030859;GO:0072659;GO:0016192
isogroup45083	GO:0005783;GO:0005789;GO:0005615;GO:0016021;GO:0016020;GO:0047560;GO:0006666;GO:0030148
isogroup256438	GO:0005634;GO:0046872;GO:0003676;GO:0046983;GO:0006355;GO:0006351
isogroup58798	GO:0008375;GO:0046872;GO:0010125
isogroup60986	GO:0043240;GO:0043231;GO:0005654;GO:0003682;GO:0003677;GO:0006281
isogroup566229	GO:0016021;GO:0005886;GO:0004930;GO:0019236
isogroup226964	GO:0005929;GO:0005737;GO:0005874;GO:0005524;GO:0016874;GO:0051013;GO:0018095
isogroup121824	GO:0016021
isogroup12491	GO:0005829;GO:0030666;GO:0009897;GO:0005887;GO:0005886;GO:0005509;GO:0005540;GO:0030169;GO:0005041;GO:0015035;GO:0005044;GO:0001525;GO:0007155;GO:0042742;GO:0006897;GO:0030214;GO:0006898;GO:0030193;GO:0010468
isogroup16785	GO:0046872;GO:0003676
isogroup69233	GO:0005834;GO:0005886;GO:0003924;GO:0004871;GO:0071377;GO:0071444;GO:0007186;GO:0007399;GO:0043584;GO:0035176
isogroup345868	GO:0005634;GO:0003677;GO:0015074;GO:0006313
isogroup45105	GO:0005783;GO:0005789;GO:0016021;GO:0043231;GO:0050291;GO:0007420;GO:0072721;GO:0035690;GO:0036146;GO:0071492;GO:0046513;GO:0051974;GO:0030148
isogroup25547	GO:0000791;GO:0000792;GO:0000790;GO:0005657;GO:0044729;GO:0042393;GO:0035064;GO:0004842;GO:0008270;GO:0007049;GO:0016574;GO:0010216;GO:0000122;GO:0051865;GO:0042787;GO:0006351
isogroup26631	GO:0009986;GO:0070062;GO:0005615;GO:0016020;GO:0071723;GO:0001530;GO:0070891;GO:0005102;GO:0006953;GO:0071222;GO:0071223;GO:0050829;GO:0050830;GO:0032490;GO:0045087;GO:0002232;GO:0015920;GO:0031663;GO:0033036;GO:0002281;GO:0044130;GO:0032720;GO:0008228;GO:0032722;GO:0045919;GO:0032755;GO:0032757;GO:0043032;GO:0090023;GO:0060265;GO:0034145;GO:0042535;GO:0032760;GO:0032496
isogroup127654	GO:0005762;GO:0005761;GO:0005739;GO:0003723
isogroup63623	
isogroup126595	GO:0005604;GO:0004222;GO:0004867;GO:0008270
isogroup369641	GO:0005737;GO:0045505;GO:0003341;GO:0036159;GO:0036158
isogroup187625	GO:0005615;GO:0005578;GO:0020037;GO:0046872;GO:0004601;GO:0030198;GO:0042744;GO:0006909;GO:0006979
