sym3_c0_seq1	sym3
sym25341_c0_seq1	sym25341
sym25341_c0_seq2	sym25341
sym25387_c0_seq1	sym25387
sym25387_c0_seq2	sym25387
sym25392_c0_seq1	sym25392
sym25395_c0_seq1	sym25395
sym25445_c0_seq1	sym25445
sym25447_c0_seq1	sym25447
sym25451_c0_seq1	sym25451
sym25526_c0_seq1	sym25526
sym25529_c0_seq1	sym25529
sym25548_c0_seq1	sym25548
sym25559_c0_seq1	sym25559
sym25572_c0_seq1	sym25572
sym25579_c0_seq1	sym25579
sym25579_c0_seq2	sym25579
sym25605_c0_seq1	sym25605
sym25612_c0_seq1	sym25612
sym25614_c0_seq1	sym25614
sym25615_c1_seq1	sym25615
sym25622_c0_seq1	sym25622
sym25634_c0_seq1	sym25634
sym25651_c0_seq1	sym25651
sym25651_c0_seq2	sym25651
sym25654_c0_seq1	sym25654
sym25657_c0_seq1	sym25657
sym25682_c0_seq1	sym25682
sym25690_c0_seq1	sym25690
sym25695_c0_seq1	sym25695
sym25724_c0_seq1	sym25724
sym25745_c0_seq1	sym25745
sym25750_c0_seq1	sym25750
sym25751_c0_seq1	sym25751
sym25756_c0_seq1	sym25756
sym25757_c0_seq1	sym25757
sym25764_c0_seq1	sym25764
sym25807_c0_seq1	sym25807
sym25817_c0_seq2	sym25817
sym25843_c0_seq1	sym25843
sym25860_c0_seq1	sym25860
sym25864_c0_seq1	sym25864
sym25874_c0_seq1	sym25874
sym25880_c0_seq1	sym25880
sym25918_c0_seq1	sym25918
sym25963_c0_seq1	sym25963
sym25970_c0_seq1	sym25970
sym25983_c0_seq1	sym25983
sym25983_c0_seq2	sym25983
sym25984_c0_seq1	sym25984
sym25986_c0_seq1	sym25986
sym25991_c0_seq1	sym25991
sym25991_c0_seq2	sym25991
sym25994_c0_seq1	sym25994
sym26009_c0_seq1	sym26009
sym26011_c0_seq1	sym26011
sym26016_c0_seq1	sym26016
sym26018_c0_seq1	sym26018
sym26020_c0_seq1	sym26020
sym26036_c0_seq2	sym26036
sym26043_c0_seq1	sym26043
sym26062_c0_seq1	sym26062
sym26070_c0_seq1	sym26070
sym26081_c0_seq1	sym26081
sym26106_c0_seq1	sym26106
sym26136_c0_seq1	sym26136
sym26139_c0_seq1	sym26139
sym26142_c0_seq1	sym26142
sym26142_c0_seq2	sym26142
sym26146_c0_seq1	sym26146
sym26146_c0_seq2	sym26146
sym26158_c0_seq1	sym26158
sym26158_c0_seq2	sym26158
sym26190_c0_seq1	sym26190
sym26190_c0_seq2	sym26190
sym26195_c0_seq1	sym26195
sym26200_c0_seq1	sym26200
sym26208_c0_seq1	sym26208
sym26212_c0_seq1	sym26212
sym26222_c0_seq1	sym26222
sym26226_c0_seq1	sym26226
sym26249_c0_seq2	sym26249
sym26269_c0_seq1	sym26269
sym26290_c0_seq2	sym26290
sym26303_c0_seq2	sym26303
sym26323_c0_seq1	sym26323
sym26331_c0_seq1	sym26331
sym26355_c0_seq1	sym26355
sym26359_c0_seq1	sym26359
sym26368_c0_seq1	sym26368
sym26368_c0_seq2	sym26368
sym26372_c0_seq1	sym26372
sym26379_c0_seq1	sym26379
sym26392_c0_seq1	sym26392
sym26397_c0_seq1	sym26397
sym26397_c0_seq2	sym26397
sym26398_c0_seq1	sym26398
sym26403_c0_seq1	sym26403
sym26403_c0_seq2	sym26403
sym26427_c0_seq1	sym26427
sym26437_c0_seq1	sym26437
sym26465_c0_seq1	sym26465
sym26467_c0_seq1	sym26467
sym26470_c0_seq1	sym26470
sym26486_c0_seq1	sym26486
sym26487_c0_seq1	sym26487
sym26489_c0_seq1	sym26489
sym26517_c0_seq1	sym26517
sym26517_c0_seq2	sym26517
sym26560_c0_seq1	sym26560
sym26560_c0_seq2	sym26560
sym26565_c0_seq1	sym26565
sym26574_c0_seq1	sym26574
sym26574_c0_seq2	sym26574
sym26580_c0_seq1	sym26580
sym26611_c0_seq2	sym26611
sym26617_c0_seq1	sym26617
sym26696_c0_seq1	sym26696
sym26714_c0_seq1	sym26714
sym26722_c0_seq1	sym26722
sym26736_c0_seq1	sym26736
sym26750_c0_seq1	sym26750
sym26750_c0_seq2	sym26750
sym26756_c0_seq1	sym26756
sym26760_c0_seq1	sym26760
sym26781_c0_seq1	sym26781
sym26783_c0_seq1	sym26783
sym26794_c0_seq1	sym26794
sym26795_c0_seq1	sym26795
sym26839_c0_seq1	sym26839
sym26899_c0_seq1	sym26899
sym26921_c0_seq1	sym26921
sym26921_c0_seq2	sym26921
sym26923_c0_seq1	sym26923
sym26925_c0_seq1	sym26925
sym26930_c0_seq1	sym26930
sym26939_c0_seq1	sym26939
sym26971_c0_seq1	sym26971
sym26987_c0_seq1	sym26987
sym26987_c0_seq2	sym26987
sym26995_c0_seq1	sym26995
sym26996_c0_seq1	sym26996
sym27014_c0_seq1	sym27014
sym27019_c0_seq1	sym27019
sym27019_c0_seq2	sym27019
sym27035_c0_seq1	sym27035
sym27052_c0_seq1	sym27052
sym27052_c0_seq2	sym27052
sym27064_c1_seq1	sym27064
sym27091_c0_seq1	sym27091
sym27103_c0_seq1	sym27103
sym27148_c0_seq1	sym27148
sym27163_c0_seq1	sym27163
sym27210_c0_seq1	sym27210
sym27213_c0_seq1	sym27213
sym27221_c0_seq1	sym27221
sym27237_c0_seq1	sym27237
sym27266_c0_seq1	sym27266
sym27274_c0_seq1	sym27274
sym27274_c0_seq2	sym27274
sym27278_c0_seq1	sym27278
sym27289_c0_seq1	sym27289
sym27292_c0_seq1	sym27292
sym27302_c0_seq1	sym27302
sym27302_c0_seq2	sym27302
sym27305_c0_seq1	sym27305
sym27335_c0_seq1	sym27335
sym27361_c0_seq1	sym27361
sym27377_c0_seq1	sym27377
sym27403_c1_seq1	sym27403
sym27405_c0_seq1	sym27405
sym27432_c0_seq1	sym27432
sym27452_c0_seq1	sym27452
sym27453_c0_seq1	sym27453
sym27454_c0_seq1	sym27454
sym27463_c0_seq1	sym27463
sym27481_c0_seq1	sym27481
sym27481_c0_seq2	sym27481
sym27501_c0_seq1	sym27501
sym27527_c0_seq1	sym27527
sym27527_c0_seq2	sym27527
sym27535_c0_seq1	sym27535
sym27537_c0_seq1	sym27537
sym27537_c0_seq2	sym27537
sym27549_c0_seq1	sym27549
sym27558_c0_seq1	sym27558
sym27576_c0_seq1	sym27576
sym27586_c0_seq1	sym27586
sym27633_c0_seq1	sym27633
sym27635_c0_seq1	sym27635
sym27655_c0_seq1	sym27655
sym27670_c0_seq1	sym27670
sym27670_c0_seq2	sym27670
sym27678_c0_seq1	sym27678
sym27700_c0_seq1	sym27700
sym27700_c0_seq2	sym27700
sym27724_c0_seq1	sym27724
sym27762_c0_seq1	sym27762
sym27774_c0_seq1	sym27774
sym27788_c0_seq1	sym27788
sym27788_c0_seq2	sym27788
sym27828_c0_seq1	sym27828
sym27842_c0_seq1	sym27842
sym27843_c0_seq1	sym27843
sym27853_c0_seq1	sym27853
sym27857_c0_seq1	sym27857
sym27885_c0_seq1	sym27885
sym27940_c0_seq1	sym27940
sym27940_c0_seq2	sym27940
sym27951_c0_seq1	sym27951
sym27951_c0_seq2	sym27951
sym27978_c0_seq1	sym27978
sym27985_c0_seq1	sym27985
sym28000_c0_seq1	sym28000
sym28000_c0_seq2	sym28000
sym28002_c0_seq1	sym28002
sym28013_c0_seq1	sym28013
sym28019_c0_seq1	sym28019
sym28048_c0_seq1	sym28048
sym28059_c0_seq1	sym28059
sym28074_c0_seq1	sym28074
sym28096_c0_seq1	sym28096
sym28097_c0_seq1	sym28097
sym28097_c0_seq2	sym28097
sym28098_c0_seq1	sym28098
sym28109_c0_seq1	sym28109
sym28128_c0_seq1	sym28128
sym28129_c0_seq1	sym28129
sym28130_c0_seq1	sym28130
sym28142_c0_seq1	sym28142
sym28144_c0_seq1	sym28144
sym28149_c0_seq1	sym28149
sym28160_c0_seq1	sym28160
sym28161_c0_seq1	sym28161
sym28163_c0_seq1	sym28163
sym28197_c0_seq1	sym28197
sym28215_c0_seq1	sym28215
sym28222_c0_seq1	sym28222
sym28234_c0_seq1	sym28234
sym28262_c0_seq1	sym28262
sym28265_c0_seq1	sym28265
sym28267_c0_seq1	sym28267
sym28278_c0_seq1	sym28278
sym28291_c0_seq1	sym28291
sym28291_c0_seq2	sym28291
sym28300_c0_seq1	sym28300
sym28321_c0_seq1	sym28321
sym28323_c0_seq1	sym28323
sym28326_c0_seq1	sym28326
sym28340_c0_seq1	sym28340
sym28343_c0_seq1	sym28343
sym28361_c0_seq1	sym28361
sym28373_c1_seq1	sym28373
sym28383_c0_seq1	sym28383
sym28383_c0_seq2	sym28383
sym28399_c0_seq1	sym28399
sym28399_c0_seq2	sym28399
sym28403_c0_seq1	sym28403
sym28427_c0_seq1	sym28427
sym28430_c0_seq2	sym28430
sym28441_c0_seq1	sym28441
sym28450_c0_seq1	sym28450
sym28455_c0_seq1	sym28455
sym28469_c0_seq1	sym28469
sym28472_c0_seq1	sym28472
sym28477_c0_seq1	sym28477
sym28477_c0_seq2	sym28477
sym28490_c0_seq1	sym28490
sym28491_c0_seq1	sym28491
sym28531_c0_seq1	sym28531
sym28542_c0_seq1	sym28542
sym28548_c0_seq1	sym28548
sym28549_c0_seq1	sym28549
sym28554_c0_seq1	sym28554
sym28559_c0_seq1	sym28559
sym28559_c0_seq2	sym28559
sym28568_c0_seq1	sym28568
sym28584_c0_seq1	sym28584
sym28584_c0_seq2	sym28584
sym28593_c0_seq1	sym28593
sym28596_c0_seq1	sym28596
sym28605_c0_seq1	sym28605
sym28634_c0_seq1	sym28634
sym28644_c0_seq1	sym28644
sym28695_c0_seq1	sym28695
sym28695_c0_seq2	sym28695
sym28746_c0_seq1	sym28746
sym28760_c0_seq1	sym28760
sym28761_c0_seq1	sym28761
sym28801_c0_seq1	sym28801
sym28802_c0_seq1	sym28802
sym28805_c0_seq1	sym28805
sym28831_c0_seq1	sym28831
sym28833_c0_seq1	sym28833
sym28849_c0_seq1	sym28849
sym28850_c0_seq1	sym28850
sym28853_c0_seq1	sym28853
sym28867_c1_seq1	sym28867
sym28873_c0_seq1	sym28873
sym28880_c0_seq1	sym28880
sym28896_c0_seq1	sym28896
sym28899_c0_seq1	sym28899
sym28916_c0_seq1	sym28916
sym28917_c0_seq1	sym28917
sym28943_c0_seq1	sym28943
sym28971_c0_seq1	sym28971
sym28971_c0_seq2	sym28971
sym28977_c0_seq1	sym28977
sym28986_c0_seq1	sym28986
sym28997_c0_seq1	sym28997
sym28999_c0_seq1	sym28999
sym29009_c0_seq1	sym29009
sym29034_c0_seq1	sym29034
sym29054_c0_seq1	sym29054
sym29064_c0_seq1	sym29064
sym29068_c0_seq1	sym29068
sym29079_c0_seq1	sym29079
sym29084_c0_seq1	sym29084
sym29092_c0_seq1	sym29092
sym29115_c0_seq1	sym29115
sym29133_c0_seq1	sym29133
sym29143_c0_seq1	sym29143
sym29147_c0_seq1	sym29147
sym29156_c0_seq1	sym29156
sym29169_c0_seq1	sym29169
sym29176_c0_seq1	sym29176
sym29183_c0_seq1	sym29183
sym29190_c0_seq1	sym29190
sym29191_c0_seq1	sym29191
sym29192_c0_seq1	sym29192
sym29194_c0_seq1	sym29194
sym29197_c0_seq1	sym29197
sym29208_c0_seq1	sym29208
sym29209_c0_seq1	sym29209
sym29209_c0_seq2	sym29209
sym29219_c0_seq1	sym29219
sym29227_c0_seq2	sym29227
sym29232_c0_seq1	sym29232
sym29249_c0_seq1	sym29249
sym29250_c0_seq1	sym29250
sym29265_c0_seq1	sym29265
sym29275_c0_seq1	sym29275
sym29281_c0_seq1	sym29281
sym29302_c0_seq1	sym29302
sym29310_c0_seq1	sym29310
sym29324_c0_seq1	sym29324
sym29337_c0_seq1	sym29337
sym29341_c0_seq1	sym29341
sym29346_c0_seq1	sym29346
sym29359_c0_seq1	sym29359
sym29374_c0_seq1	sym29374
sym29400_c0_seq1	sym29400
sym29407_c0_seq1	sym29407
sym29408_c0_seq1	sym29408
sym29409_c0_seq1	sym29409
sym29424_c0_seq1	sym29424
sym29435_c0_seq1	sym29435
sym29484_c0_seq1	sym29484
sym29485_c0_seq1	sym29485
sym29485_c0_seq2	sym29485
sym29500_c0_seq1	sym29500
sym29501_c0_seq1	sym29501
sym29502_c0_seq1	sym29502
sym29504_c0_seq1	sym29504
sym29522_c0_seq1	sym29522
sym29522_c0_seq2	sym29522
sym29532_c0_seq1	sym29532
sym29550_c0_seq1	sym29550
sym29558_c0_seq1	sym29558
sym29562_c0_seq1	sym29562
sym29563_c0_seq1	sym29563
sym29563_c0_seq2	sym29563
sym29589_c0_seq1	sym29589
sym29590_c0_seq1	sym29590
sym29596_c0_seq1	sym29596
sym29602_c0_seq1	sym29602
sym29611_c0_seq1	sym29611
sym29626_c0_seq1	sym29626
sym29631_c0_seq1	sym29631
sym29650_c0_seq1	sym29650
sym29650_c0_seq2	sym29650
sym29670_c0_seq1	sym29670
sym29675_c0_seq1	sym29675
sym29675_c0_seq2	sym29675
sym29678_c0_seq1	sym29678
sym29719_c0_seq1	sym29719
sym29723_c0_seq1	sym29723
sym29732_c0_seq1	sym29732
sym29733_c0_seq1	sym29733
sym29734_c0_seq1	sym29734
sym29738_c0_seq1	sym29738
sym29747_c0_seq1	sym29747
sym29768_c0_seq1	sym29768
sym29778_c0_seq1	sym29778
sym29778_c0_seq2	sym29778
sym29787_c0_seq1	sym29787
sym29789_c0_seq1	sym29789
sym29817_c0_seq1	sym29817
sym29839_c0_seq1	sym29839
sym29839_c0_seq2	sym29839
sym29844_c0_seq1	sym29844
sym29892_c0_seq1	sym29892
sym29903_c0_seq1	sym29903
sym29908_c0_seq1	sym29908
sym29983_c0_seq1	sym29983
sym30004_c0_seq1	sym30004
sym30035_c0_seq1	sym30035
sym30049_c0_seq1	sym30049
sym30050_c0_seq1	sym30050
sym30073_c0_seq1	sym30073
sym30073_c0_seq2	sym30073
sym30075_c0_seq1	sym30075
sym30075_c0_seq2	sym30075
sym30077_c0_seq1	sym30077
sym30087_c0_seq1	sym30087
sym30091_c0_seq1	sym30091
sym30094_c0_seq1	sym30094
sym30102_c0_seq1	sym30102
sym30102_c0_seq2	sym30102
sym30142_c0_seq1	sym30142
sym30157_c0_seq1	sym30157
sym30211_c0_seq1	sym30211
sym30214_c0_seq1	sym30214
sym30227_c0_seq1	sym30227
sym30230_c0_seq1	sym30230
sym30246_c0_seq1	sym30246
sym30280_c0_seq1	sym30280
sym30336_c0_seq1	sym30336
sym30336_c0_seq2	sym30336
sym30341_c0_seq1	sym30341
sym30374_c0_seq1	sym30374
sym30382_c0_seq1	sym30382
sym30390_c0_seq1	sym30390
sym30428_c0_seq1	sym30428
sym30464_c0_seq1	sym30464
sym30473_c0_seq1	sym30473
sym30487_c0_seq1	sym30487
sym30502_c0_seq1	sym30502
sym30503_c0_seq1	sym30503
sym30510_c0_seq1	sym30510
sym30532_c0_seq1	sym30532
sym30540_c0_seq1	sym30540
sym30549_c0_seq1	sym30549
sym30556_c0_seq1	sym30556
sym30557_c0_seq1	sym30557
sym30564_c0_seq1	sym30564
sym30587_c0_seq1	sym30587
sym30632_c0_seq1	sym30632
sym30637_c0_seq1	sym30637
sym30643_c0_seq1	sym30643
sym30653_c0_seq1	sym30653
sym30655_c0_seq1	sym30655
sym30674_c0_seq1	sym30674
sym30686_c0_seq1	sym30686
sym30703_c0_seq1	sym30703
sym30703_c0_seq2	sym30703
sym30753_c0_seq1	sym30753
sym30770_c0_seq1	sym30770
sym30770_c0_seq2	sym30770
sym30837_c0_seq1	sym30837
sym30845_c0_seq1	sym30845
sym30847_c0_seq1	sym30847
sym30847_c0_seq2	sym30847
sym30879_c0_seq1	sym30879
sym30890_c0_seq1	sym30890
sym30890_c0_seq2	sym30890
sym30891_c0_seq1	sym30891
sym30921_c0_seq1	sym30921
sym30954_c0_seq1	sym30954
sym30972_c0_seq1	sym30972
sym31009_c0_seq1	sym31009
sym31010_c0_seq1	sym31010
sym31016_c0_seq1	sym31016
sym31029_c0_seq1	sym31029
sym31055_c0_seq1	sym31055
sym31070_c0_seq1	sym31070
sym31088_c0_seq1	sym31088
sym31096_c0_seq1	sym31096
sym31096_c0_seq2	sym31096
sym31156_c0_seq1	sym31156
sym31161_c0_seq1	sym31161
sym31166_c0_seq1	sym31166
sym31169_c0_seq1	sym31169
sym31171_c0_seq1	sym31171
sym31179_c0_seq1	sym31179
sym31188_c0_seq1	sym31188
sym31188_c0_seq2	sym31188
sym31191_c0_seq1	sym31191
sym31208_c0_seq1	sym31208
sym31217_c0_seq1	sym31217
sym31217_c0_seq2	sym31217
sym31224_c0_seq1	sym31224
sym31234_c0_seq1	sym31234
sym31240_c0_seq1	sym31240
sym31241_c0_seq1	sym31241
sym31252_c0_seq1	sym31252
sym31252_c0_seq2	sym31252
sym31280_c0_seq2	sym31280
sym31286_c0_seq1	sym31286
sym31309_c0_seq1	sym31309
sym31343_c0_seq1	sym31343
sym31354_c0_seq1	sym31354
sym31380_c0_seq1	sym31380
sym31381_c0_seq1	sym31381
sym31385_c0_seq1	sym31385
sym31385_c0_seq2	sym31385
sym31387_c0_seq1	sym31387
sym31419_c0_seq1	sym31419
sym31434_c0_seq1	sym31434
sym31459_c0_seq1	sym31459
sym31459_c0_seq2	sym31459
sym31473_c0_seq1	sym31473
sym31474_c0_seq1	sym31474
sym31474_c0_seq2	sym31474
sym31484_c0_seq1	sym31484
sym31490_c0_seq1	sym31490
sym31510_c0_seq1	sym31510
sym31514_c0_seq1	sym31514
sym31541_c0_seq1	sym31541
sym31554_c0_seq1	sym31554
sym31594_c0_seq1	sym31594
sym31595_c0_seq1	sym31595
sym31595_c0_seq2	sym31595
sym31599_c0_seq1	sym31599
sym31612_c0_seq1	sym31612
sym31621_c0_seq1	sym31621
sym31624_c0_seq1	sym31624
sym31660_c0_seq1	sym31660
sym31673_c0_seq1	sym31673
sym31683_c0_seq1	sym31683
sym31706_c0_seq1	sym31706
sym31712_c1_seq1	sym31712
sym31713_c0_seq1	sym31713
sym31715_c0_seq1	sym31715
sym31723_c0_seq1	sym31723
sym31730_c0_seq1	sym31730
sym31730_c0_seq2	sym31730
sym31737_c0_seq1	sym31737
sym31738_c0_seq1	sym31738
sym31757_c0_seq1	sym31757
sym31759_c0_seq1	sym31759
sym31788_c0_seq1	sym31788
sym31793_c0_seq1	sym31793
sym31801_c0_seq1	sym31801
sym31803_c0_seq1	sym31803
sym31804_c0_seq1	sym31804
sym31809_c0_seq1	sym31809
sym31824_c0_seq1	sym31824
sym31863_c0_seq1	sym31863
sym31867_c0_seq1	sym31867
sym31868_c0_seq1	sym31868
sym31873_c0_seq1	sym31873
sym31876_c0_seq1	sym31876
sym31908_c0_seq1	sym31908
sym31919_c0_seq1	sym31919
sym31919_c0_seq2	sym31919
sym31942_c0_seq1	sym31942
sym31945_c0_seq1	sym31945
sym31958_c0_seq1	sym31958
sym31960_c0_seq1	sym31960
sym31970_c0_seq1	sym31970
sym31972_c0_seq1	sym31972
sym31982_c0_seq1	sym31982
sym32007_c0_seq1	sym32007
sym32013_c0_seq1	sym32013
sym32035_c0_seq1	sym32035
sym32060_c0_seq1	sym32060
sym32078_c1_seq1	sym32078
sym32085_c0_seq1	sym32085
sym32089_c0_seq1	sym32089
sym32101_c0_seq1	sym32101
sym32111_c0_seq1	sym32111
sym32119_c0_seq1	sym32119
sym32124_c0_seq1	sym32124
sym32129_c0_seq1	sym32129
sym32129_c0_seq2	sym32129
sym32129_c0_seq3	sym32129
sym32129_c0_seq4	sym32129
sym32141_c0_seq1	sym32141
sym32159_c0_seq1	sym32159
sym32197_c0_seq1	sym32197
sym32207_c0_seq1	sym32207
sym32235_c0_seq1	sym32235
sym32240_c0_seq1	sym32240
sym32242_c0_seq1	sym32242
sym32274_c0_seq1	sym32274
sym32276_c0_seq1	sym32276
sym32280_c0_seq1	sym32280
sym32288_c0_seq1	sym32288
sym32288_c0_seq2	sym32288
sym32316_c0_seq1	sym32316
sym32324_c0_seq1	sym32324
sym32339_c0_seq1	sym32339
sym32350_c0_seq1	sym32350
sym32356_c0_seq1	sym32356
sym32359_c0_seq1	sym32359
sym32364_c0_seq1	sym32364
sym32370_c0_seq1	sym32370
sym32395_c0_seq1	sym32395
sym32398_c0_seq2	sym32398
sym32426_c0_seq1	sym32426
sym32436_c0_seq1	sym32436
sym32453_c0_seq1	sym32453
sym32480_c0_seq1	sym32480
sym32480_c0_seq2	sym32480
sym32485_c0_seq1	sym32485
sym32486_c0_seq1	sym32486
sym32489_c0_seq1	sym32489
sym32490_c0_seq1	sym32490
sym32512_c0_seq1	sym32512
sym32513_c0_seq1	sym32513
sym32530_c0_seq1	sym32530
sym32537_c0_seq1	sym32537
sym32539_c0_seq1	sym32539
sym32546_c0_seq1	sym32546
sym32548_c0_seq1	sym32548
sym32548_c0_seq2	sym32548
sym32556_c0_seq1	sym32556
sym32558_c0_seq1	sym32558
sym32622_c0_seq1	sym32622
sym32638_c0_seq1	sym32638
sym32638_c0_seq2	sym32638
sym32639_c0_seq1	sym32639
sym32655_c0_seq1	sym32655
sym32667_c0_seq1	sym32667
sym32667_c0_seq2	sym32667
sym32698_c0_seq1	sym32698
sym32698_c0_seq2	sym32698
sym32700_c0_seq1	sym32700
sym32707_c0_seq1	sym32707
sym32729_c0_seq1	sym32729
sym32766_c0_seq1	sym32766
sym32770_c0_seq1	sym32770
sym32770_c0_seq2	sym32770
sym32772_c0_seq1	sym32772
sym32783_c0_seq1	sym32783
sym32785_c0_seq1	sym32785
sym32815_c0_seq1	sym32815
sym32824_c0_seq1	sym32824
sym32824_c0_seq2	sym32824
sym32833_c0_seq2	sym32833
sym32835_c0_seq1	sym32835
sym32846_c0_seq1	sym32846
sym32846_c0_seq2	sym32846
sym32861_c0_seq1	sym32861
sym32904_c0_seq1	sym32904
sym32914_c0_seq1	sym32914
sym32915_c0_seq1	sym32915
sym32920_c0_seq1	sym32920
sym32924_c0_seq2	sym32924
sym32947_c0_seq1	sym32947
sym32947_c0_seq2	sym32947
sym32952_c0_seq1	sym32952
sym32959_c0_seq1	sym32959
sym32969_c0_seq1	sym32969
sym32970_c0_seq1	sym32970
sym32972_c0_seq1	sym32972
sym32977_c0_seq1	sym32977
sym32988_c0_seq1	sym32988
sym33000_c0_seq1	sym33000
sym33002_c0_seq1	sym33002
sym33002_c0_seq2	sym33002
sym33009_c0_seq1	sym33009
sym33061_c0_seq1	sym33061
sym33061_c0_seq2	sym33061
sym33091_c0_seq1	sym33091
sym33091_c0_seq2	sym33091
sym33092_c0_seq1	sym33092
sym33096_c0_seq1	sym33096
sym33104_c0_seq1	sym33104
sym33117_c0_seq1	sym33117
sym33118_c0_seq1	sym33118
sym33142_c0_seq2	sym33142
sym33167_c0_seq1	sym33167
sym33204_c0_seq1	sym33204
sym33205_c0_seq1	sym33205
sym33230_c0_seq1	sym33230
sym33241_c0_seq1	sym33241
sym33293_c0_seq1	sym33293
sym33301_c0_seq1	sym33301
sym33301_c0_seq2	sym33301
sym33312_c0_seq1	sym33312
sym33314_c0_seq1	sym33314
sym33316_c0_seq1	sym33316
sym33318_c0_seq1	sym33318
sym33319_c0_seq1	sym33319
sym33323_c0_seq1	sym33323
sym33331_c0_seq1	sym33331
sym33332_c0_seq1	sym33332
sym33337_c0_seq1	sym33337
sym33344_c0_seq1	sym33344
sym33353_c0_seq1	sym33353
sym33362_c0_seq1	sym33362
sym33374_c0_seq1	sym33374
sym33379_c0_seq1	sym33379
sym33390_c0_seq1	sym33390
sym33391_c0_seq1	sym33391
sym33395_c0_seq1	sym33395
sym33397_c0_seq1	sym33397
sym33405_c0_seq1	sym33405
sym33421_c0_seq1	sym33421
sym33422_c0_seq1	sym33422
sym33429_c0_seq1	sym33429
sym33430_c0_seq1	sym33430
sym33448_c0_seq1	sym33448
sym33448_c0_seq2	sym33448
sym33455_c0_seq1	sym33455
sym33468_c0_seq1	sym33468
sym33471_c0_seq1	sym33471
sym33473_c0_seq1	sym33473
sym33476_c0_seq1	sym33476
sym33480_c0_seq1	sym33480
sym33480_c1_seq1	sym33480
sym33487_c0_seq1	sym33487
sym33499_c0_seq1	sym33499
sym33501_c0_seq1	sym33501
sym33504_c0_seq1	sym33504
sym33508_c0_seq1	sym33508
sym33514_c0_seq1	sym33514
sym33524_c0_seq1	sym33524
sym33528_c0_seq1	sym33528
sym33529_c0_seq1	sym33529
sym33532_c0_seq1	sym33532
sym33540_c0_seq1	sym33540
sym33540_c0_seq2	sym33540
sym33557_c0_seq1	sym33557
sym33562_c0_seq1	sym33562
sym33563_c0_seq1	sym33563
sym33569_c0_seq1	sym33569
sym33569_c0_seq2	sym33569
sym33571_c0_seq1	sym33571
sym33572_c0_seq1	sym33572
sym33582_c0_seq1	sym33582
sym33586_c0_seq1	sym33586
sym33610_c0_seq1	sym33610
sym33612_c0_seq1	sym33612
sym33629_c1_seq1	sym33629
sym33632_c0_seq1	sym33632
sym33657_c0_seq1	sym33657
sym33659_c0_seq1	sym33659
sym33670_c0_seq1	sym33670
sym33677_c0_seq1	sym33677
sym33677_c0_seq2	sym33677
sym33679_c0_seq1	sym33679
sym33687_c0_seq1	sym33687
sym33689_c0_seq1	sym33689
sym33703_c0_seq1	sym33703
sym33709_c0_seq1	sym33709
sym33733_c0_seq1	sym33733
sym33740_c0_seq1	sym33740
sym33743_c0_seq1	sym33743
sym33750_c0_seq1	sym33750
sym33761_c0_seq1	sym33761
sym33765_c0_seq1	sym33765
sym33777_c0_seq1	sym33777
sym33778_c0_seq1	sym33778
sym33789_c0_seq1	sym33789
sym33800_c0_seq1	sym33800
sym33815_c0_seq1	sym33815
sym33834_c0_seq1	sym33834
sym33837_c0_seq1	sym33837
sym33838_c0_seq1	sym33838
sym33862_c0_seq1	sym33862
sym33866_c0_seq1	sym33866
sym33866_c0_seq2	sym33866
sym33868_c0_seq1	sym33868
sym33882_c0_seq1	sym33882
sym33885_c0_seq1	sym33885
sym33897_c0_seq1	sym33897
sym33899_c0_seq2	sym33899
sym33911_c0_seq1	sym33911
sym33921_c0_seq1	sym33921
sym33926_c0_seq1	sym33926
sym33928_c0_seq1	sym33928
sym33935_c0_seq1	sym33935
sym33935_c0_seq2	sym33935
sym33936_c0_seq1	sym33936
sym33938_c0_seq1	sym33938
sym33942_c0_seq1	sym33942
sym33951_c0_seq1	sym33951
sym33952_c0_seq1	sym33952
sym33953_c0_seq1	sym33953
sym33957_c0_seq1	sym33957
sym34014_c0_seq1	sym34014
sym34017_c0_seq1	sym34017
sym34017_c0_seq2	sym34017
sym34022_c0_seq1	sym34022
sym34037_c0_seq2	sym34037
sym34046_c0_seq1	sym34046
sym34048_c0_seq1	sym34048
sym34048_c0_seq2	sym34048
sym34070_c0_seq1	sym34070
sym34074_c0_seq1	sym34074
sym34074_c0_seq2	sym34074
sym34081_c0_seq1	sym34081
sym34085_c0_seq1	sym34085
sym34088_c0_seq1	sym34088
sym34093_c0_seq1	sym34093
sym34102_c0_seq1	sym34102
sym34115_c0_seq1	sym34115
sym34134_c0_seq1	sym34134
sym34137_c0_seq1	sym34137
sym34141_c0_seq1	sym34141
sym34146_c0_seq1	sym34146
sym34150_c0_seq1	sym34150
sym34156_c0_seq1	sym34156
sym34164_c0_seq1	sym34164
sym34178_c0_seq1	sym34178
sym34185_c0_seq1	sym34185
sym34202_c0_seq1	sym34202
sym34219_c0_seq1	sym34219
sym34220_c0_seq1	sym34220
sym34234_c0_seq1	sym34234
sym34235_c0_seq1	sym34235
sym34235_c0_seq2	sym34235
sym34241_c1_seq1	sym34241
sym34247_c0_seq1	sym34247
sym34251_c0_seq1	sym34251
sym34255_c0_seq1	sym34255
sym34259_c0_seq1	sym34259
sym34260_c0_seq1	sym34260
sym34262_c0_seq1	sym34262
sym34278_c0_seq1	sym34278
