Mcavernosa30988	K13912
Mcavernosa02904	K13855
Mcavernosa05460	K15306
Mcavernosa21605	K14572
Mcavernosa04394	K01253
Mcavernosa21147	K00942
Mcavernosa34093	K00624
Mcavernosa26184	K08630
Mcavernosa05469	K15362
Mcavernosa14777	K03943
Mcavernosa10621	K16675
Mcavernosa12020	K25291
Mcavernosa20501	K10308
Mcavernosa27477	K13047
Mcavernosa27911	K03255
Mcavernosa18756	K06057
Mcavernosa29031	K16890
Mcavernosa29956	K01324
Mcavernosa31914	K10130
Mcavernosa14153	K07378
Mcavernosa25597	K19499
Mcavernosa32301	K02553
Mcavernosa12042	K07375
Mcavernosa06535	K05312
Mcavernosa22803	K03347
Mcavernosa22693	K06816
Mcavernosa03353	K16458
Mcavernosa19624	K01495
Mcavernosa07587	K01229
Mcavernosa16163	K04984
Mcavernosa31802	K20825
Mcavernosa10548	K07435
Mcavernosa10166	K05128
Mcavernosa12980	K05619
Mcavernosa05844	K05034
Mcavernosa13365	K11592
Mcavernosa04996	K14072
Mcavernosa28778	K14157
Mcavernosa28146	K00383
Mcavernosa03719	K18598
Mcavernosa15326	K24742
Mcavernosa13254	K04809
Mcavernosa24233	K03405
Mcavernosa31060	K11664
Mcavernosa18625	K09381
Mcavernosa05897	K00472
Mcavernosa05330	K19398
Mcavernosa13398	K15595
Mcavernosa13816	K16066
Mcavernosa17673	K19619
Mcavernosa11763	K09321
Mcavernosa31004	K03440
Mcavernosa19181	K24361
Mcavernosa04090	K24431
Mcavernosa19887	K15121
Mcavernosa13209	K04508
Mcavernosa21007	K11648
Mcavernosa04109	K03130
Mcavernosa17995	K09459
Mcavernosa24917	K18080
Mcavernosa30333	K04606
Mcavernosa03389	K04554
Mcavernosa26121	K15414
Mcavernosa09664	K09602
Mcavernosa02690	K05094
Mcavernosa31089	K16548
Mcavernosa16028	K06228
Mcavernosa32334	K11273
Mcavernosa04026	K16796
Mcavernosa01579	K19491
Mcavernosa15121	K02223
Mcavernosa00160	K11716
Mcavernosa20740	K12373
Mcavernosa09858	K00059
Mcavernosa24930	K09326
Mcavernosa32350	K05110
Mcavernosa08920	K17341
Mcavernosa12928	K24230
Mcavernosa16928	K02865
Mcavernosa05399	K16753
Mcavernosa06721	K04373
Mcavernosa16809	K23495
Mcavernosa26266	K11886
Mcavernosa14014	K02328
Mcavernosa33317	K08493
Mcavernosa03509	K01054
Mcavernosa11546	K02213
Mcavernosa13613	K08547
Mcavernosa22482	K05658
Mcavernosa02580	K24685
Mcavernosa24643	K10846
Mcavernosa21016	K20456
Mcavernosa34066	K04659
Mcavernosa17150	K00111
Mcavernosa04151	K14165
Mcavernosa10870	K08187
Mcavernosa04250	K09317
Mcavernosa03500	K01298
Mcavernosa01597	K04079
Mcavernosa32374	K23800
Mcavernosa28100	K12968
Mcavernosa12854	K11492
Mcavernosa33169	K18598
Mcavernosa17581	K05888
Mcavernosa01391	K18655
Mcavernosa09927	K13369
Mcavernosa16436	K09373
Mcavernosa20771	K09648
Mcavernosa24118	K14445
Mcavernosa28433	K11267
Mcavernosa25490	K03265
Mcavernosa32554	K10408
Mcavernosa22253	K17197
Mcavernosa07004	K06069
Mcavernosa04371	K06236
Mcavernosa03475	K24837
Mcavernosa20863	K11593
Mcavernosa19565	K06819
Mcavernosa20329	K01099
Mcavernosa08689	K14557
Mcavernosa12402	K15608
Mcavernosa07570	K17868
Mcavernosa21705	K14845
Mcavernosa15740	K19867
Mcavernosa01730	K04615
Mcavernosa21763	K14806
Mcavernosa15803	K03754
Mcavernosa08297	K08378
Mcavernosa13169	K05695
Mcavernosa01294	K05667
Mcavernosa18745	K19788
Mcavernosa21051	K16506
Mcavernosa27257	K24722
Mcavernosa20086	K18533
Mcavernosa07791	K06478
Mcavernosa29807	K06754
Mcavernosa20827	K24404
Mcavernosa11161	K17551
Mcavernosa10211	K24943
Mcavernosa00391	K04877
Mcavernosa02728	K22825
Mcavernosa30778	K07963
Mcavernosa29687	K08632
Mcavernosa13160	K02184
Mcavernosa07296	K17094
Mcavernosa17595	K19499
Mcavernosa22280	K01687
Mcavernosa00469	K19755
Mcavernosa35060	K19513
Mcavernosa02867	K12819
Mcavernosa26313	K21358
Mcavernosa19338	K05312
Mcavernosa02402	K18437
Mcavernosa01319	K11699
Mcavernosa13862	K15691
Mcavernosa03076	K11430
Mcavernosa15942	K05628
Mcavernosa02775	K14018
Mcavernosa32848	K06699
Mcavernosa11823	K24751
Mcavernosa09005	K21952
Mcavernosa18592	K13177
Mcavernosa14360	K10256
Mcavernosa21445	K10345
Mcavernosa00347	K12021
Mcavernosa31637	K12835
Mcavernosa08573	K17231
Mcavernosa00672	K04874
Mcavernosa12424	K12389
Mcavernosa30921	K10955
Mcavernosa34300	K08886
Mcavernosa33282	K03331
Mcavernosa16046	K00659
Mcavernosa31652	K23739
Mcavernosa13382	K01016
Mcavernosa02971	K24226
Mcavernosa27106	K15109
Mcavernosa33951	K18464
Mcavernosa19000	K18080
Mcavernosa08134	K03899
Mcavernosa14926	K18405
Mcavernosa22911	K07427
Mcavernosa06135	K04679
Mcavernosa18046	K11416
Mcavernosa31622	K11471
Mcavernosa21601	K08367
Mcavernosa31421	K07378
Mcavernosa26795	K25442
Mcavernosa08526	K09070
Mcavernosa20341	K03843
Mcavernosa21324	K02599
Mcavernosa23334	K14074
Mcavernosa15164	K24469
Mcavernosa23817	K08342
Mcavernosa03390	K12180
Mcavernosa06702	K10405
Mcavernosa31270	K23026
Mcavernosa26658	K10158
Mcavernosa25885	K10380
Mcavernosa11569	K03899
Mcavernosa15891	K19604
Mcavernosa11683	K14072
Mcavernosa01258	K12795
Mcavernosa12520	K09377
Mcavernosa20018	K12619
Mcavernosa12638	K17079
Mcavernosa18013	K18182
Mcavernosa23708	K04721
Mcavernosa07814	K06276
Mcavernosa01943	K11997
Mcavernosa12626	K08606
Mcavernosa29230	K20899
Mcavernosa19014	K13024
Mcavernosa02326	K04135
Mcavernosa03446	K01135
Mcavernosa18567	K05093
Mcavernosa29038	K10457
Mcavernosa25369	K14456
Mcavernosa09411	K23961
Mcavernosa12581	K11577
Mcavernosa00908	K16770
Mcavernosa19903	K08576
Mcavernosa12269	K12035
Mcavernosa12543	K09109
Mcavernosa00174	K05544
Mcavernosa06273	K16755
Mcavernosa18514	K07023
Mcavernosa26864	K05545
Mcavernosa06739	K14567
Mcavernosa18536	K18166
Mcavernosa04424	K16506
Mcavernosa03063	K01456
Mcavernosa31857	K04515
Mcavernosa08194	K01823
Mcavernosa03638	K00485
Mcavernosa31495	K13111
Mcavernosa32814	K06699
Mcavernosa26963	K07820
Mcavernosa34144	K05693
Mcavernosa34687	K21436
Mcavernosa26776	K21626
Mcavernosa17962	K06265
Mcavernosa25674	K15637
Mcavernosa04433	K08076
Mcavernosa02110	K24996
Mcavernosa01115	K20402
Mcavernosa20938	K00972
Mcavernosa26564	K08621
Mcavernosa09446	K07282
Mcavernosa11500	K06030
Mcavernosa02659	K07962
Mcavernosa11383	K18666
Mcavernosa33569	K08588
Mcavernosa10460	K18134
Mcavernosa16411	K24895
Mcavernosa03975	K12160
Mcavernosa14378	K09302
Mcavernosa08765	K11668
Mcavernosa06685	K01077
Mcavernosa00514	K16506
Mcavernosa19854	K11852
Mcavernosa01181	K03877
Mcavernosa05078	K24387
Mcavernosa09589	K10268
Mcavernosa13261	K25058
Mcavernosa25374	K23532
Mcavernosa08886	K07998
Mcavernosa34492	K10891
Mcavernosa07275	K00846
Mcavernosa23434	K20878
Mcavernosa09284	K17260
Mcavernosa15777	K19752
Mcavernosa28985	K10951
Mcavernosa11321	K15075
Mcavernosa34883	K10293
Mcavernosa11192	K00600
Mcavernosa13726	K08518
Mcavernosa01051	K07936
Mcavernosa21420	K08211
Mcavernosa18036	K07889
Mcavernosa17755	K15255
Mcavernosa15257	K11876
Mcavernosa06814	K14788
Mcavernosa09137	K24788
Mcavernosa13630	K16175
Mcavernosa10356	K01469
Mcavernosa02360	K08462
Mcavernosa34358	K25215
Mcavernosa28382	K03331
Mcavernosa21640	K12021
Mcavernosa21559	K08465
Mcavernosa14393	K07868
Mcavernosa30677	K01672
Mcavernosa14573	K04428
Mcavernosa11437	K14689
Mcavernosa24019	K03424
Mcavernosa14724	K11967
Mcavernosa08416	K04990
Mcavernosa16613	K01082
Mcavernosa28121	K13336
Mcavernosa02652	K07874
Mcavernosa14491	K04142
Mcavernosa13648	K00863
Mcavernosa00292	K07497
Mcavernosa02206	K12948
Mcavernosa27808	K17508
Mcavernosa17336	K02183
Mcavernosa25245	K11490
Mcavernosa23898	K17623
Mcavernosa09674	K03120
Mcavernosa10082	K07189
Mcavernosa13792	K08775
Mcavernosa29286	K03871
Mcavernosa19908	K12311
Mcavernosa22769	K10370
Mcavernosa04697	K11345
Mcavernosa13400	K13697
Mcavernosa04858	K15608
Mcavernosa27095	K04515
Mcavernosa26538	K01527
Mcavernosa09071	K21413
Mcavernosa10612	K24431
Mcavernosa05293	K17866
Mcavernosa02579	K05864
Mcavernosa28126	K23092
Mcavernosa34717	K08997
Mcavernosa20353	K04592
Mcavernosa04287	K01206
Mcavernosa29408	K22754
Mcavernosa24255	K08624
Mcavernosa02623	K23092
Mcavernosa08312	K08291
Mcavernosa26738	K04515
Mcavernosa00981	K09360
Mcavernosa26450	K10277
Mcavernosa05749	K20994
Mcavernosa02927	K16288
Mcavernosa27382	K16506
Mcavernosa08715	K14325
Mcavernosa22106	K18398
Mcavernosa15720	K24680
Mcavernosa02860	K16302
Mcavernosa26417	K05766
Mcavernosa06988	K00273
Mcavernosa26227	K12836
Mcavernosa03577	K08455
Mcavernosa01958	K13084
Mcavernosa22793	K07071
Mcavernosa00251	K18469
Mcavernosa29373	K06255
Mcavernosa34706	K10317
Mcavernosa25360	K15441
Mcavernosa34843	K08076
Mcavernosa07466	K12857
Mcavernosa15855	K19679
Mcavernosa27672	K08375
Mcavernosa15095	K23552
Mcavernosa17025	K08193
Mcavernosa26190	K01415
Mcavernosa28237	K19525
Mcavernosa15225	K16728
Mcavernosa07447	K07876
Mcavernosa29169	K20191
Mcavernosa16036	K09586
Mcavernosa01777	K14797
Mcavernosa30384	K19352
Mcavernosa28527	K10694
Mcavernosa00064	K15127
Mcavernosa14132	K05857
Mcavernosa20006	K24756
Mcavernosa08959	K02514
Mcavernosa13783	K07190
Mcavernosa07882	K07050
Mcavernosa10584	K10408
Mcavernosa33118	K12804
Mcavernosa16081	K14856
Mcavernosa01665	K07071
Mcavernosa25014	K20298
Mcavernosa24524	K10735
Mcavernosa16697	K17680
Mcavernosa08679	K20638
Mcavernosa26946	K21440
Mcavernosa30971	K23224
Mcavernosa17912	K05888
Mcavernosa15702	K01596
Mcavernosa33216	K13983
Mcavernosa31825	K15254
Mcavernosa14688	K06269
Mcavernosa16854	K04150
Mcavernosa25335	K09658
Mcavernosa08691	K19921
Mcavernosa25165	K14774
Mcavernosa18225	K06255
Mcavernosa17416	K03236
Mcavernosa06121	K05614
Mcavernosa17024	K08193
Mcavernosa10261	K12389
Mcavernosa14314	K22792
Mcavernosa24002	K12600
Mcavernosa22856	K05208
Mcavernosa02755	K09008
Mcavernosa26785	K08869
Mcavernosa10740	K23964
Mcavernosa34784	K01349
Mcavernosa08070	K24936
Mcavernosa09305	K19360
Mcavernosa17112	K11413
Mcavernosa11635	K14379
Mcavernosa32298	K20493
Mcavernosa27704	K24064
Mcavernosa19793	K19360
Mcavernosa31280	K24351
Mcavernosa29254	K10408
Mcavernosa15154	K17457
Mcavernosa01832	K13912
Mcavernosa01518	K02180
Mcavernosa15220	K20349
Mcavernosa06412	K12796
Mcavernosa32414	K06569
Mcavernosa17164	K16457
Mcavernosa25424	K01201
Mcavernosa12218	K24685
Mcavernosa20910	K04153
Mcavernosa05143	K24253
Mcavernosa17429	K23624
Mcavernosa26303	K13108
Mcavernosa34585	K00249
Mcavernosa11333	K00318
Mcavernosa24730	K10251
Mcavernosa32965	K13983
Mcavernosa22933	K01027
Mcavernosa28277	K04594
Mcavernosa01096	K11666
Mcavernosa11474	K16669
Mcavernosa02083	K18669
Mcavernosa04636	K05727
Mcavernosa06901	K23965
Mcavernosa04495	K22182
Mcavernosa29417	K10408
Mcavernosa24336	K23837
Mcavernosa02912	K04420
Mcavernosa35109	K14006
Mcavernosa21077	K11789
Mcavernosa07298	K10435
Mcavernosa00883	K22262
Mcavernosa10205	K05931
Mcavernosa02520	K08635
Mcavernosa11598	K03068
Mcavernosa18738	K08834
Mcavernosa02919	K15045
Mcavernosa02074	K00164
Mcavernosa32311	K04144
Mcavernosa14117	K22381
Mcavernosa09549	K21774
Mcavernosa22674	K15293
Mcavernosa03423	K13140
Mcavernosa07849	K00784
Mcavernosa09420	K10487
Mcavernosa06125	K17477
Mcavernosa20478	K21988
Mcavernosa12713	K21440
Mcavernosa15737	K19914
Mcavernosa05275	K21596
Mcavernosa12700	K09057
Mcavernosa01225	K11367
Mcavernosa17290	K06238
Mcavernosa05284	K25165
Mcavernosa08504	K10389
Mcavernosa25938	K20473
Mcavernosa13707	K11344
Mcavernosa25757	K10755
Mcavernosa03146	K17341
Mcavernosa06801	K09228
Mcavernosa14806	K08133
Mcavernosa31596	K19383
Mcavernosa15553	K07827
Mcavernosa10673	K22941
Mcavernosa20315	K10408
Mcavernosa13359	K10891
Mcavernosa17484	K05051
Mcavernosa16834	K04565
Mcavernosa10598	K10268
Mcavernosa08576	K03362
Mcavernosa06366	K16288
Mcavernosa15118	K13046
Mcavernosa14885	K12567
Mcavernosa24683	K21893
Mcavernosa20265	K13720
Mcavernosa00744	K22390
Mcavernosa30453	K12504
Mcavernosa00974	K08738
Mcavernosa16247	K05048
Mcavernosa15683	K12827
Mcavernosa19235	K00026
Mcavernosa05213	K15117
Mcavernosa15497	K02727
Mcavernosa17382	K14676
Mcavernosa32396	K15137
Mcavernosa03481	K10595
Mcavernosa22055	K10359
Mcavernosa26551	K06054
Mcavernosa08497	K02921
Mcavernosa34791	K24436
Mcavernosa04570	K01315
Mcavernosa01372	K19306
Mcavernosa18211	K05673
Mcavernosa31037	K17804
Mcavernosa02187	K06174
Mcavernosa29879	K09332
Mcavernosa06218	K00408
Mcavernosa25233	K00560
Mcavernosa11125	K16669
Mcavernosa25409	K01115
Mcavernosa14426	K09583
Mcavernosa10987	K08630
Mcavernosa16864	K14388
Mcavernosa25329	K10086
Mcavernosa03943	K24744
Mcavernosa11768	K15119
Mcavernosa12584	K01338
Mcavernosa07516	K04082
Mcavernosa06211	K03320
Mcavernosa04759	K06642
Mcavernosa21782	K23309
Mcavernosa12174	K12035
Mcavernosa08593	K05631
Mcavernosa33929	K16458
Mcavernosa27344	K02178
Mcavernosa33000	K08967
Mcavernosa30665	K06766
Mcavernosa01205	K11803
Mcavernosa05091	K15116
Mcavernosa30997	K00544
Mcavernosa32367	K22754
Mcavernosa30447	K09582
Mcavernosa09868	K08056
Mcavernosa12396	K02183
Mcavernosa08837	K08045
Mcavernosa13350	K04409
Mcavernosa10474	K25421
Mcavernosa32221	K09521
Mcavernosa05081	K10457
Mcavernosa31017	K04825
Mcavernosa19970	K12869
Mcavernosa17015	K01724
Mcavernosa27956	K02265
Mcavernosa23569	K12604
Mcavernosa20149	K05357
Mcavernosa32137	K04352
Mcavernosa27440	K12883
Mcavernosa11443	K20135
Mcavernosa08148	K00888
Mcavernosa21804	K18164
Mcavernosa25271	K10380
Mcavernosa20224	K09640
Mcavernosa02987	K07374
Mcavernosa21869	K24514
Mcavernosa26819	K20364
Mcavernosa03919	K14565
Mcavernosa07212	K18933
Mcavernosa19724	K24468
Mcavernosa27174	K03654
Mcavernosa09436	K04600
Mcavernosa14309	K00280
Mcavernosa13145	K04984
Mcavernosa18977	K09331
Mcavernosa16335	K02133
Mcavernosa19641	K07554
Mcavernosa23163	K11341
Mcavernosa13978	K20195
Mcavernosa04331	K05093
Mcavernosa31522	K24470
Mcavernosa08840	K08045
Mcavernosa26986	K05673
Mcavernosa02359	K00357
Mcavernosa07683	K04984
Mcavernosa01353	K18082
Mcavernosa08705	K12462
Mcavernosa21567	K01275
Mcavernosa28738	K09627
Mcavernosa31198	K00665
Mcavernosa01432	K00128
Mcavernosa18610	K19054
Mcavernosa03212	K12825
Mcavernosa02905	K13855
Mcavernosa11362	K14072
Mcavernosa10057	K05695
Mcavernosa13387	K10380
Mcavernosa26181	K08621
Mcavernosa21831	K18201
Mcavernosa22952	K20100
Mcavernosa05792	K20103
Mcavernosa08452	K15451
Mcavernosa09715	K05048
Mcavernosa10525	K14838
Mcavernosa22626	K15272
Mcavernosa12303	K22861
Mcavernosa10163	K24485
Mcavernosa09068	K23901
Mcavernosa29971	K18084
Mcavernosa12060	K16759
Mcavernosa32431	K18025
Mcavernosa15321	K06990
Mcavernosa07470	K04967
Mcavernosa03762	K13176
Mcavernosa22451	K07130
Mcavernosa31325	K14443
Mcavernosa12602	K14085
Mcavernosa14122	K12815
Mcavernosa11905	K13728
Mcavernosa33802	K06841
Mcavernosa04216	K10595
Mcavernosa18727	K09530
Mcavernosa21113	K17592
Mcavernosa32038	K10457
Mcavernosa05710	K05312
Mcavernosa24502	K01880
Mcavernosa12242	K20908
Mcavernosa20618	K17547
Mcavernosa11108	K12175
Mcavernosa10809	K16832
Mcavernosa13462	K17341
Mcavernosa06473	K01893
Mcavernosa08224	K18460
Mcavernosa34032	K08592
Mcavernosa24935	K24691
Mcavernosa01170	K09370
Mcavernosa11894	K07953
Mcavernosa30321	K14832
Mcavernosa04523	K12572
Mcavernosa28138	K10380
Mcavernosa25215	K12384
Mcavernosa33068	K01081
Mcavernosa09086	K00654
Mcavernosa22475	K05925
Mcavernosa26257	K10149
Mcavernosa10772	K24469
Mcavernosa00727	K21249
Mcavernosa21682	K17492
Mcavernosa10338	K04968
Mcavernosa17241	K22754
Mcavernosa25055	K05888
Mcavernosa30937	K15255
Mcavernosa15655	K04681
Mcavernosa27241	K13171
Mcavernosa32508	K05673
Mcavernosa17272	K05678
Mcavernosa13720	K11653
Mcavernosa18595	K23868
Mcavernosa03729	K13025
Mcavernosa32517	K04150
Mcavernosa20010	K09341
Mcavernosa31166	K00710
Mcavernosa13356	K03676
Mcavernosa28580	K04985
Mcavernosa18104	K19613
Mcavernosa06837	K19366
Mcavernosa26322	K23435
Mcavernosa31725	K01637
Mcavernosa01463	K06058
Mcavernosa07159	K08076
Mcavernosa06222	K02311
Mcavernosa24425	K08956
Mcavernosa06445	K15382
Mcavernosa26289	K25059
Mcavernosa26272	K22754
Mcavernosa19388	K16938
Mcavernosa13653	K04144
Mcavernosa13715	K14407
Mcavernosa05835	K20703
Mcavernosa29147	K12035
Mcavernosa27029	K09624
Mcavernosa30876	K11214
Mcavernosa01168	K24869
Mcavernosa00339	K06225
Mcavernosa24415	K11713
Mcavernosa22558	K00573
Mcavernosa13820	K00738
Mcavernosa14605	K19673
Mcavernosa09491	K17341
Mcavernosa05368	K10408
Mcavernosa24922	K09228
Mcavernosa22539	K19467
Mcavernosa15718	K19603
Mcavernosa05617	K19949
Mcavernosa18811	K06255
Mcavernosa20434	K20899
Mcavernosa14046	K06238
Mcavernosa08666	K06052
Mcavernosa03701	K04851
Mcavernosa14094	K16540
Mcavernosa17934	K15014
Mcavernosa31586	K04659
Mcavernosa09457	K23342
Mcavernosa29928	K04150
Mcavernosa25589	K19498
Mcavernosa31273	K23092
Mcavernosa04816	K05765
Mcavernosa03920	K00544
Mcavernosa21588	K02353
Mcavernosa10113	K03691
Mcavernosa15101	K08582
Mcavernosa13371	K05724
Mcavernosa25435	K20403
Mcavernosa07178	K03849
Mcavernosa16573	K19899
Mcavernosa13893	K02605
Mcavernosa35218	K20726
Mcavernosa02150	K23853
Mcavernosa10758	K15445
Mcavernosa02996	K04135
Mcavernosa15738	K19914
Mcavernosa28760	K02737
Mcavernosa35129	K09571
Mcavernosa30526	K01135
Mcavernosa22305	K10408
Mcavernosa30589	K08592
Mcavernosa24180	K09291
Mcavernosa03957	K02542
Mcavernosa03950	K06643
Mcavernosa16216	K21396
Mcavernosa24821	K05667
Mcavernosa05570	K18258
Mcavernosa18763	K10143
Mcavernosa23932	K04501
Mcavernosa32053	K12035
Mcavernosa09183	K02366
Mcavernosa17219	K00659
Mcavernosa13135	K24065
Mcavernosa05423	K04137
Mcavernosa31100	K17387
Mcavernosa11405	K05677
Mcavernosa04574	K11141
Mcavernosa17045	K02934
Mcavernosa21970	K05313
Mcavernosa32070	K12757
Mcavernosa20163	K16506
Mcavernosa31773	K21890
Mcavernosa22528	K11154
Mcavernosa18414	K10408
Mcavernosa14866	K05198
Mcavernosa17158	K10406
Mcavernosa09891	K24469
Mcavernosa03853	K05181
Mcavernosa18699	K04421
Mcavernosa08540	K08739
Mcavernosa19917	K08804
Mcavernosa17032	K02879
Mcavernosa20676	K11153
Mcavernosa14204	K01019
Mcavernosa10902	K17307
Mcavernosa17018	K00522
Mcavernosa04188	K20027
Mcavernosa07183	K20125
Mcavernosa06580	K14616
Mcavernosa12012	K00463
Mcavernosa33576	K20187
Mcavernosa14674	K01183
Mcavernosa13447	K15181
Mcavernosa20247	K02324
Mcavernosa15807	K06092
Mcavernosa13327	K24835
Mcavernosa33238	K10408
Mcavernosa05476	K10179
Mcavernosa05497	K12405
Mcavernosa10186	K01464
Mcavernosa25269	K01273
Mcavernosa32708	K24068
Mcavernosa20963	K21773
Mcavernosa01583	K23820
Mcavernosa17909	K10765
Mcavernosa16938	K08465
Mcavernosa10766	K06496
Mcavernosa08904	K15192
Mcavernosa29351	K08776
Mcavernosa15510	K04445
Mcavernosa24455	K03685
Mcavernosa17100	K01883
Mcavernosa26284	K00653
Mcavernosa09407	K04612
Mcavernosa02747	K01135
Mcavernosa22722	K09502
Mcavernosa11696	K12132
Mcavernosa19186	K17341
Mcavernosa28807	K17341
Mcavernosa11691	K06825
Mcavernosa04629	K05673
Mcavernosa08587	K05631
Mcavernosa19713	K19360
Mcavernosa09234	K15261
Mcavernosa34973	K04984
Mcavernosa26669	K25421
Mcavernosa10037	K23568
Mcavernosa30534	K05312
Mcavernosa13094	K08288
Mcavernosa30277	K11506
Mcavernosa21943	K08202
Mcavernosa22212	K00681
Mcavernosa32271	K03877
Mcavernosa04798	K11204
Mcavernosa00054	K06978
Mcavernosa03524	K06756
Mcavernosa33107	K01712
Mcavernosa15790	K16175
Mcavernosa27845	K02168
Mcavernosa14087	K01587
Mcavernosa19897	K10274
Mcavernosa14106	K04135
Mcavernosa03465	K00699
Mcavernosa31416	K02183
Mcavernosa07150	K17759
Mcavernosa08966	K04686
Mcavernosa02297	K14005
Mcavernosa26831	K10049
Mcavernosa26766	K08009
Mcavernosa29959	K00546
Mcavernosa22779	K17285
Mcavernosa21490	K08187
Mcavernosa16706	K17680
Mcavernosa21207	K23488
Mcavernosa04117	K12854
Mcavernosa20537	K09108
Mcavernosa15939	K01197
Mcavernosa00265	K02894
Mcavernosa24964	K00315
Mcavernosa02410	K04679
Mcavernosa21392	K11594
Mcavernosa24298	K19360
Mcavernosa06463	K02728
Mcavernosa14972	K13117
Mcavernosa16527	K12657
Mcavernosa07308	K01672
Mcavernosa07766	K10457
Mcavernosa18806	K10395
Mcavernosa13791	K05181
Mcavernosa10793	K15335
Mcavernosa30162	K19511
Mcavernosa06351	K01749
Mcavernosa28456	K11810
Mcavernosa15426	K14795
Mcavernosa09483	K10688
Mcavernosa30963	K04416
Mcavernosa24081	K01338
Mcavernosa11855	K17916
Mcavernosa26824	K17341
Mcavernosa10773	K19360
Mcavernosa12274	K07436
Mcavernosa15378	K10380
Mcavernosa03196	K01889
Mcavernosa34028	K04657
Mcavernosa27546	K15255
Mcavernosa23606	K14077
Mcavernosa05111	K12348
Mcavernosa09649	K02087
Mcavernosa33890	K03522
Mcavernosa21697	K01128
Mcavernosa15403	K04364
Mcavernosa23963	K00654
Mcavernosa11933	K04828
Mcavernosa01607	K15429
Mcavernosa30057	K00817
Mcavernosa25551	K07520
Mcavernosa32324	K24437
Mcavernosa29441	K05092
Mcavernosa24470	K11317
Mcavernosa14294	K14410
Mcavernosa30918	K09705
Mcavernosa20681	K20631
Mcavernosa06574	K13047
Mcavernosa27170	K17935
Mcavernosa19838	K24006
Mcavernosa22729	K00344
Mcavernosa09581	K25424
Mcavernosa06659	K16546
Mcavernosa06106	K10457
Mcavernosa13682	K01487
Mcavernosa05118	K15116
Mcavernosa23085	K11793
Mcavernosa09366	K02917
Mcavernosa34463	K01316
Mcavernosa19912	K04910
Mcavernosa02699	K04358
Mcavernosa33985	K04828
Mcavernosa23156	K13299
Mcavernosa08742	K04077
Mcavernosa12071	K08826
Mcavernosa16778	K14767
Mcavernosa24716	K11126
Mcavernosa06763	K06564
Mcavernosa19701	K17920
Mcavernosa23147	K04448
Mcavernosa19639	K00976
Mcavernosa03174	K01868
Mcavernosa07368	K24041
Mcavernosa02686	K11807
Mcavernosa16650	K01011
Mcavernosa07254	K12323
Mcavernosa30843	K00963
Mcavernosa12501	K10899
Mcavernosa24445	K22791
Mcavernosa03745	K01476
Mcavernosa04053	K20051
Mcavernosa11616	K05643
Mcavernosa29795	K15261
Mcavernosa28281	K04594
Mcavernosa02020	K02201
Mcavernosa10515	K00799
Mcavernosa22764	K14395
Mcavernosa31727	K01637
Mcavernosa29851	K18464
Mcavernosa22234	K00799
Mcavernosa04314	K08814
Mcavernosa30094	K22403
Mcavernosa26879	K08193
Mcavernosa02347	K24835
Mcavernosa06560	K24333
Mcavernosa18701	K16449
Mcavernosa00352	K04615
Mcavernosa02484	K05858
Mcavernosa20558	K16719
Mcavernosa25569	K23518
Mcavernosa00952	K14735
Mcavernosa11327	K03341
Mcavernosa15812	K10393
Mcavernosa05245	K06270
Mcavernosa17009	K04615
Mcavernosa32149	K13856
Mcavernosa03777	K03456
Mcavernosa29810	K14416
Mcavernosa16033	K12892
Mcavernosa24062	K01769
Mcavernosa00538	K21440
Mcavernosa21047	K24553
Mcavernosa29949	K01310
Mcavernosa08059	K05126
Mcavernosa10074	K21440
Mcavernosa15485	K10768
Mcavernosa19667	K07369
Mcavernosa03924	K15503
Mcavernosa32915	K01322
Mcavernosa04134	K05360
Mcavernosa06065	K00602
Mcavernosa18442	K05126
Mcavernosa11517	K23507
Mcavernosa11273	K14620
Mcavernosa12036	K17904
Mcavernosa02567	K08443
Mcavernosa06664	K16546
Mcavernosa23590	K01128
Mcavernosa16112	K17689
Mcavernosa27805	K23330
Mcavernosa06148	K03902
Mcavernosa32152	K11840
Mcavernosa04166	K10888
Mcavernosa04228	K06058
Mcavernosa08562	K23740
Mcavernosa12695	K15302
Mcavernosa27817	K09067
Mcavernosa04301	K15152
