isogroup1422	K18753
isogroup29894	K12898
isogroup10962	K03061
isogroup16998	K15304
isogroup183554	K10642
isogroup225012	K12323
isogroup15150	K16911
isogroup156295	K20031
isogroup1413	K12828
isogroup41883	K07497
isogroup13123	K20799
isogroup1002	K01135
isogroup80058	K03691
isogroup111671	K14440
isogroup378309	K18042
isogroup169895	K00681
isogroup164663	K03173
isogroup23894	K01443
isogroup115232	K05175
isogroup174798	K17495
isogroup91343	K04593
isogroup33618	K13346
isogroup109017	K10526
isogroup38068	K08202
isogroup162124	K06641
isogroup2171	K12757
isogroup47232	K21596
isogroup3579	K06754
isogroup61009	K10454
isogroup87188	K01062
isogroup62057	K20168
isogroup1961	K09428
isogroup188420	K14572
isogroup185543	K11997
isogroup7206	K15028
isogroup12642	K01109
isogroup197173	K05673
isogroup259945	K02218
isogroup126892	K20363
isogroup450625	K04079
isogroup347888	K06627
isogroup58097	K04601
isogroup161769	K00106
isogroup12944	K11147
isogroup11967	K05761
isogroup571757	K10355
isogroup38224	K09529
isogroup2793	K17254
isogroup64755	K04615
isogroup462430	K06694
isogroup16498	K11643
isogroup3342	K03910
isogroup108800	K00344
isogroup43215	K09624
isogroup22035	K02967
isogroup203113	K10272
isogroup81949	K08187
isogroup136799	K10600
isogroup159122	K05655
isogroup32109	K15188
isogroup25541	K15116
isogroup173622	K01517
isogroup12140	K20184
isogroup111131	K11274
isogroup29415	K15837
isogroup18851	K00550
isogroup62132	K14521
isogroup144816	K05673
isogroup330711	K05034
isogroup129013	K04600
isogroup75695	K10877
isogroup55836	K07901
isogroup85492	K04398
isogroup71973	K06632
isogroup89543	K19909
isogroup276409	K01080
isogroup49889	K13344
isogroup150857	K20051
isogroup104604	K15261
isogroup237394	K03929
isogroup151559	K10902
isogroup595254	K02183
isogroup201026	K15837
isogroup204033	K01514
isogroup16044	K16576
isogroup10064	K05750
isogroup25914	K12182
isogroup272629	K02903
isogroup2806	K01637
isogroup244693	K08671
isogroup146457	K00939
isogroup428218	K05766
isogroup61329	K04352
isogroup86818	K11323
isogroup30850	K08825
isogroup226	K02942
isogroup46594	K11303
isogroup67020	K01620
isogroup140463	K11269
isogroup30982	K09361
isogroup65750	K06252
isogroup69697	K04569
isogroup60950	K07299
isogroup87665	K17917
isogroup211375	K01415
isogroup65181	K14415
isogroup63422	K17341
isogroup97948	K08379
isogroup25506	K09506
isogroup115136	K11971
isogroup99773	K00653
isogroup103150	K10284
isogroup43236	K05126
isogroup237309	K19882
isogroup32258	K00744
isogroup60874	K04464
isogroup76528	K20195
isogroup264477	K08806
isogroup21399	K19933
isogroup117284	K14769
isogroup228792	K10408
isogroup97054	K15075
isogroup550122	K07522
isogroup39697	K04594
isogroup90486	K01344
isogroup90130	K01362
isogroup283561	K06834
isogroup101416	K20029
isogroup2636	K04377
isogroup293798	K11136
isogroup9347	K13504
isogroup53724	K08375
isogroup207714	K01228
isogroup326466	K13912
isogroup3328	K17286
isogroup28780	K16483
isogroup26094	K00721
isogroup210237	K04605
isogroup13020	K04978
isogroup223352	K02885
isogroup197501	K12169
isogroup154241	K13116
isogroup53219	K04728
isogroup10818	K16726
isogroup56829	K15264
isogroup42091	K17411
isogroup106992	K09848
isogroup60078	K13045
isogroup510765	K04204
isogroup27489	K00547
isogroup17810	K11364
isogroup16946	K12858
isogroup20557	K20315
isogroup53169	K08023
isogroup51653	K17512
isogroup11684	K06678
isogroup268928	K07497
isogroup8838	K08054
isogroup59698	K20777
isogroup22664	K07497
isogroup58535	K20280
isogroup426758	K11997
isogroup72867	K10264
isogroup165990	K02602
isogroup93890	K07369
isogroup11221	K12887
isogroup55375	K12848
isogroup117998	K16524
isogroup16977	K01456
isogroup42062	K20364
isogroup127647	K05350
isogroup172690	K01349
isogroup23208	K20174
isogroup120473	K20908
isogroup442247	K09257
isogroup880	K06943
isogroup3099	K20636
isogroup75242	K12584
isogroup62563	K01113
isogroup405614	K00225
isogroup146918	K12419
isogroup87009	K00666
isogroup127323	K04307
isogroup8422	K01302
isogroup45440	K17890
isogroup370179	K08132
isogroup32051	K10595
isogroup62325	K10866
isogroup174969	K13117
isogroup7582	K03935
isogroup10954	K02730
isogroup8051	K12236
isogroup68095	K01510
isogroup56954	K10450
isogroup204758	K00940
isogroup5136	K06107
isogroup12871	K17579
isogroup33964	K02350
isogroup4991	K09189
isogroup319146	K01693
isogroup177559	K12132
isogroup206009	K01084
isogroup8918	K04354
isogroup26167	K03392
isogroup29725	K05725
isogroup365840	K10645
isogroup186991	K04135
isogroup231975	K01394
isogroup187285	K16196
isogroup820	K14391
isogroup127024	K09608
isogroup14414	K20120
isogroup24730	K11540
isogroup30692	K17307
isogroup33554	K04638
isogroup4536	K05724
isogroup178750	K08144
isogroup1155	K17095
isogroup9126	K16072
isogroup81518	K15732
isogroup84419	K01280
isogroup116869	K16506
isogroup41039	K01974
isogroup596152	K07375
isogroup173819	K09267
isogroup242	K02984
isogroup450909	K00797
isogroup27233	K17341
isogroup368597	K04809
isogroup56719	K10457
isogroup273922	K05673
isogroup209742	K02866
isogroup18183	K18081
isogroup25153	K10610
isogroup35159	K21456
isogroup10092	K12845
isogroup59124	K11422
isogroup296907	K07378
isogroup135133	K17632
isogroup59764	K16746
isogroup88960	K08765
isogroup135306	K10901
isogroup28056	K21415
isogroup414308	K01581
isogroup293484	K05673
isogroup69345	K03363
isogroup58366	K00666
isogroup55137	K08399
isogroup1797	K02267
isogroup536611	K11170
isogroup23059	K17919
isogroup86667	K01179
isogroup21565	K10411
isogroup73334	K20779
isogroup481766	K05656
isogroup5921	K09408
isogroup15932	K11647
isogroup11766	K09448
isogroup183984	K13338
isogroup29029	K07190
isogroup86880	K17543
isogroup1809	K03768
isogroup92258	K17408
isogroup40958	K12309
isogroup74882	K04352
isogroup78323	K16583
isogroup31473	K08835
isogroup24395	K04550
isogroup27143	K06764
isogroup1020	K09414
isogroup18406	K01322
isogroup135770	K14572
isogroup138857	K05692
isogroup629356	K08423
isogroup73673	K19176
isogroup470157	K01465
isogroup13360	K10088
isogroup327865	K04989
isogroup4735	K04450
isogroup6280	K20472
isogroup77610	K08683
isogroup40597	K10408
isogroup478338	K10104
isogroup4205	K12475
isogroup28448	K03686
isogroup271392	K02872
isogroup52791	K12460
isogroup262917	K06585
isogroup11848	K00611
isogroup149250	K16809
isogroup268250	K08465
isogroup10967	K18741
isogroup2836	K00615
isogroup26906	K19473
isogroup1978	K04077
isogroup32898	K00963
isogroup270815	K05673
isogroup150797	K14527
isogroup49574	K13124
isogroup74992	K01749
isogroup132979	K10380
isogroup28221	K11801
isogroup235316	K10478
isogroup55263	K01557
isogroup10229	K09275
isogroup148261	K17341
isogroup71272	K15272
isogroup28728	K14717
isogroup20447	K12662
isogroup197142	K01867
isogroup50107	K13113
isogroup149154	K09848
isogroup111714	K14209
isogroup169907	K02977
isogroup9275	K09577
isogroup70504	K07943
isogroup171685	K00274
isogroup189105	K02941
isogroup5829	K18169
isogroup86327	K00546
isogroup8706	K00058
isogroup261094	K10734
isogroup24629	K18595
isogroup42425	K16172
isogroup53672	K18595
isogroup258375	K05048
isogroup113030	K16669
isogroup26672	K04487
isogroup138433	K02514
isogroup302937	K10359
isogroup44382	K04556
isogroup224269	K17495
isogroup31230	K16748
isogroup463496	K16669
isogroup237369	K01539
isogroup529127	K00967
isogroup4082	K11089
isogroup162010	K08076
isogroup318691	K04834
isogroup47281	K00876
isogroup343016	K06252
isogroup126951	K10261
isogroup333750	K15837
isogroup67260	K14860
isogroup7145	K11996
isogroup3116	K18411
isogroup118512	K17966
isogroup38430	K02308
isogroup151072	K02159
isogroup39592	K13701
isogroup449017	K04345
isogroup296271	K17253
isogroup64283	K07588
isogroup135123	K07855
isogroup124934	K10809
isogroup252752	K07497
isogroup46246	K02311
isogroup147738	K13150
isogroup3923	K03249
isogroup14360	K18405
isogroup6631	K09553
isogroup228167	K05126
isogroup14294	K07466
isogroup337717	K11517
isogroup564315	K04077
isogroup44790	K15280
isogroup282331	K11971
isogroup519915	K03883
isogroup92308	K06252
isogroup43728	K05941
isogroup137688	K20101
isogroup188001	K16506
isogroup625607	K08132
isogroup165249	K12035
isogroup156478	K10722
isogroup374355	K00297
isogroup96267	K17382
isogroup74244	K02599
isogroup30104	K14079
isogroup32976	K18079
isogroup427036	K00522
isogroup254251	K02599
isogroup40488	K01082
isogroup14625	K12168
isogroup29501	K08637
isogroup38648	K04969
isogroup16209	K11424
isogroup121852	K11713
isogroup225294	K00953
isogroup21496	K01206
isogroup15276	K20752
isogroup7079	K11594
isogroup145592	K01315
isogroup45286	K17261
isogroup146628	K15693
isogroup7333	K10419
isogroup250128	K01395
isogroup83321	K15837
isogroup137845	K03691
isogroup12491	K19013
isogroup1122	K12668
isogroup82404	K20363
isogroup82442	K03424
isogroup199147	K11997
isogroup204922	K20396
isogroup244175	K03068
isogroup149691	K14852
isogroup459569	K00142
isogroup37252	K03990
isogroup216846	K13868
isogroup183	K00337
isogroup30164	K00710
isogroup180365	K17689
isogroup49758	K08878
isogroup7797	K06841
isogroup257231	K02953
isogroup86962	K19758
isogroup2822	K17917
isogroup12044	K10361
isogroup39943	K09850
isogroup671	K06237
isogroup4488	K02153
isogroup6442	K00236
isogroup112024	K11579
isogroup29964	K04363
isogroup7912	K19327
isogroup47850	K07422
isogroup100154	K14289
isogroup40639	K03175
isogroup52611	K19413
isogroup49926	K19323
isogroup19082	K09577
isogroup68343	K19511
isogroup44524	K11314
isogroup72024	K17352
isogroup8959	K00565
isogroup119405	K12026
isogroup27831	K06095
isogroup517901	K12442
isogroup33814	K13699
isogroup96706	K11415
isogroup283066	K13128
isogroup390	K02983
isogroup262193	K20180
isogroup16404	K00939
isogroup2333	K06237
isogroup346925	K10645
isogroup100918	K16506
isogroup50362	K00574
isogroup62297	K15074
isogroup92421	K05605
isogroup120710	K04824
isogroup27048	K11876
isogroup286415	K13202
isogroup385354	K14324
isogroup33599	K08601
isogroup32185	K06672
isogroup6765	K16344
isogroup35322	K16857
isogroup386627	K04345
isogroup262747	K14764
isogroup77525	K12475
isogroup226736	K11971
isogroup422661	K02955
isogroup86506	K03019
isogroup159392	K11253
isogroup39461	K06890
isogroup109630	K10582
isogroup6520	K17986
isogroup233426	K11274
isogroup95243	K03004
isogroup111916	K09309
isogroup205274	K02218
isogroup472141	K00791
isogroup10120	K15616
isogroup22891	K19499
isogroup6468	K19934
isogroup131911	K11457
isogroup6461	K03662
isogroup130296	K11855
isogroup283859	K07440
isogroup22540	K16747
isogroup47348	K02326
isogroup98225	K20279
isogroup254656	K09410
isogroup28783	K18162
isogroup25014	K18442
isogroup48568	K00851
isogroup12985	K10755
isogroup2304	K06545
isogroup178974	K11155
isogroup75212	K01415
isogroup6060	K13187
isogroup122847	K07874
isogroup52503	K10260
isogroup57932	K14529
isogroup177775	K04843
isogroup519732	K02580
isogroup51093	K06677
isogroup8274	K11150
isogroup611576	K02987
isogroup128373	K01183
isogroup485450	K03654
isogroup20336	K06091
isogroup51416	K03596
isogroup96219	K15732
isogroup35313	K19201
isogroup292128	K12379
isogroup91398	K12474
isogroup696134	K01373
isogroup574461	K00710
isogroup28820	K00030
isogroup79482	K16602
isogroup25171	K07526
isogroup93744	K05120
isogroup173438	K06252
isogroup80034	K15381
isogroup351141	K00461
isogroup2909	K12863
isogroup150975	K03654
isogroup9468	K10294
isogroup102200	K17603
isogroup231150	K06694
isogroup18642	K12621
isogroup38137	K19371
isogroup3801	K07509
isogroup8442	K01395
isogroup19625	K16779
isogroup8451	K03964
isogroup22152	K17610
isogroup205484	K04829
isogroup139663	K01673
isogroup111369	K10456
isogroup5811	K06111
isogroup18839	K00700
isogroup42100	K19613
isogroup13393	K05749
isogroup27924	K12319
isogroup56603	K02503
isogroup152559	K17341
isogroup18293	K13145
isogroup228396	K17341
isogroup97296	K12035
isogroup27586	K16194
isogroup2471	K19756
isogroup185247	K07440
isogroup28558	K20300
isogroup5971	K03963
isogroup4370	K03456
isogroup14232	K08791
isogroup36306	K19903
isogroup105927	K16196
isogroup8719	K09318
isogroup603294	K15083
isogroup81997	K16506
isogroup239994	K04607
isogroup245278	K06236
isogroup368609	K04892
isogroup34489	K11305
isogroup75550	K17197
isogroup167409	K17418
isogroup71551	K04874
isogroup5931	K12626
isogroup5513	K00002
isogroup415740	K04892
isogroup37616	K07833
isogroup14833	K16669
isogroup51268	K11254
isogroup53832	K14767
isogroup252792	K13954
isogroup242313	K16506
isogroup25908	K17916
isogroup60483	K07427
isogroup537393	K03283
isogroup21125	K16449
isogroup33483	K04510
isogroup101549	K02910
isogroup136631	K04615
isogroup77143	K14790
isogroup171176	K17807
isogroup26911	K07422
isogroup6270	K06052
isogroup646981	K10408
isogroup190896	K06255
isogroup127569	K03843
isogroup107540	K01465
isogroup10548	K02295
isogroup171532	K14411
isogroup49764	K20795
isogroup66836	K08017
isogroup76223	K08770
isogroup7645	K14443
isogroup56164	K04142
isogroup131035	K13956
isogroup110624	K11577
isogroup178881	K00108
isogroup13283	K08470
isogroup129710	K09273
isogroup32744	K10436
isogroup28732	K16470
isogroup12054	K06883
isogroup146704	K01206
isogroup23622	K17700
isogroup84841	K10684
isogroup333063	K00472
isogroup169128	K08145
isogroup244036	K20310
isogroup86021	K20795
isogroup72492	K15190
isogroup391200	K13241
isogroup29384	K07903
isogroup31507	K09667
isogroup96735	K07937
isogroup37411	K14313
isogroup268305	K12867
isogroup75014	K01513
isogroup108467	K10325
isogroup17170	K01135
isogroup38540	K13121
isogroup179520	K04854
isogroup5865	K13210
isogroup132025	K10380
isogroup367007	K14849
isogroup3514	K02140
isogroup161765	K08669
isogroup61387	K08465
isogroup1966	K05758
isogroup159443	K03175
isogroup19355	K14298
isogroup288828	K04986
isogroup6016	K00262
isogroup1857	K19360
isogroup56872	K07921
isogroup385134	K10380
isogroup11855	K08826
isogroup22404	K10293
isogroup129718	K09525
isogroup269789	K11417
isogroup410779	K12035
isogroup407139	K04122
isogroup6381	K11594
isogroup96076	K03850
isogroup42363	K13144
isogroup62197	K15839
isogroup126759	K11413
isogroup698621	K03798
isogroup631091	K10408
isogroup302359	K00789
isogroup197618	K13412
isogroup21231	K06234
isogroup4234	K00249
isogroup14538	K01974
isogroup46249	K04511
isogroup3283	K19770
isogroup404742	K00461
isogroup50359	K05901
isogroup184523	K09228
isogroup28300	K12178
isogroup169393	K16910
isogroup335565	K01672
isogroup275194	K16250
isogroup332122	K04079
isogroup51701	K05929
isogroup43111	K17888
isogroup50735	K09848
isogroup230345	K06185
isogroup51572	K11141
isogroup291461	K15837
isogroup22776	K10779
isogroup482600	K00036
isogroup56970	K00736
isogroup7326	K01648
isogroup98851	K21734
isogroup54207	K14572
isogroup165523	K14772
isogroup308202	K15284
isogroup10129	K16499
isogroup23774	K19678
isogroup17286	K02731
isogroup74813	K15277
isogroup38089	K19937
isogroup19301	K10415
isogroup21648	K13168
isogroup141286	K14753
isogroup83779	K16743
isogroup331372	K05198
isogroup48388	K04659
isogroup21174	K10426
isogroup187433	K15266
isogroup350904	K00791
isogroup393523	K16604
isogroup54540	K09372
isogroup49862	K17617
isogroup15927	K14549
isogroup31562	K04515
isogroup13351	K15837
isogroup91145	K14616
isogroup14506	K07497
isogroup197211	K17547
isogroup16611	K13907
isogroup23326	K08049
isogroup60217	K16288
isogroup18762	K07881
isogroup8820	K10601
isogroup2816	K06238
isogroup7416	K13783
isogroup119940	K08378
isogroup29681	K12233
isogroup56247	K16059
isogroup318388	K04079
isogroup44039	K20364
isogroup14633	K11672
isogroup25075	K07752
isogroup48439	K14621
isogroup63433	K10297
isogroup101617	K01409
isogroup46347	K15381
isogroup83108	K05109
isogroup24659	K03132
isogroup15012	K13517
isogroup30254	K05696
isogroup105863	K00962
isogroup582543	K04079
isogroup70	K02980
isogroup15120	K04346
isogroup3965	K13023
isogroup37280	K07002
isogroup2644	K08059
isogroup190035	K10274
isogroup133788	K14995
isogroup46527	K10886
isogroup18962	K20401
isogroup145274	K01128
isogroup44498	K16938
isogroup23726	K19899
isogroup226993	K10448
isogroup23277	K08857
isogroup184231	K10903
isogroup45579	K09228
isogroup145747	K14536
isogroup60199	K07436
isogroup90497	K02879
isogroup23607	K07993
isogroup18323	K17307
isogroup39051	K09109
isogroup15034	K12811
isogroup9150	K17905
isogroup29475	K20223
isogroup26926	K08493
isogroup49892	K02257
isogroup88640	K11833
isogroup643087	K05849
isogroup254314	K06767
isogroup10745	K12654
isogroup14099	K12852
isogroup113931	K16682
isogroup7051	K07880
isogroup3678	K06816
isogroup345570	K10880
isogroup25547	K10638
isogroup18017	K19332
isogroup19677	K20002
isogroup1597	K10352
isogroup33782	K09360
isogroup86044	K01025
isogroup506501	K01802
isogroup540124	K15290
isogroup21213	K01872
isogroup53934	K12859
isogroup8797	K09057
isogroup121	K02964
isogroup135514	K19921
isogroup23937	K04662
isogroup204469	K16777
isogroup12447	K11831
isogroup112048	K09228
isogroup105607	K14291
isogroup81662	K20160
isogroup33227	K02331
isogroup13518	K08202
isogroup169112	K10809
isogroup94734	K02370
isogroup298687	K00657
isogroup12814	K17969
isogroup14221	K18933
isogroup119719	K09608
isogroup6182	K03686
isogroup97238	K09228
isogroup83587	K11140
isogroup30703	K20876
isogroup191391	K04160
isogroup119763	K04986
isogroup77901	K17925
isogroup223520	K00744
isogroup207437	K00280
isogroup124848	K15429
isogroup27092	K17800
isogroup65404	K10277
isogroup64980	K11789
isogroup81791	K09228
isogroup223295	K05543
isogroup13500	K20683
isogroup36629	K10844
isogroup101024	K04460
isogroup79008	K05094
isogroup20562	K17341
isogroup136545	K09606
isogroup151712	K17767
isogroup119702	K09365
isogroup11375	K04523
isogroup4262	K15113
isogroup508499	K02940
isogroup35808	K20407
isogroup20749	K19899
isogroup29193	K18164
isogroup343849	K08375
isogroup12230	K08798
isogroup9307	K05641
isogroup9971	K12309
isogroup549	K00412
isogroup107983	K02941
isogroup15264	K18798
isogroup35443	K11723
isogroup20170	K12384
isogroup249643	K00659
isogroup9011	K09069
isogroup21234	K01715
isogroup129155	K05094
isogroup152607	K07435
isogroup19197	K02183
isogroup118624	K19951
isogroup1309	K02156
isogroup207806	K00444
isogroup190893	K03238
isogroup49613	K09067
isogroup162916	K06640
isogroup12470	K11291
isogroup42630	K10457
isogroup2864	K12387
isogroup216629	K00485
isogroup47604	K12844
isogroup15246	K17546
isogroup175928	K06058
isogroup13036	K03627
isogroup298752	K10443
