isogroup283428	K03147
isogroup102690	K14776
isogroup221555	K14938
isogroup89758	K22188
isogroup40061	K07976
isogroup121957	K08850
isogroup8885	K03064
isogroup238216	K10645
isogroup295792	K13412
isogroup211284	K04592
isogroup14769	K02148
isogroup3461	K10053
isogroup58905	K17535
isogroup55721	K03235
isogroup185282	K19330
isogroup20129	K00949
isogroup328382	K04857
isogroup121864	K06841
isogroup59977	K04426
isogroup67026	K11866
isogroup2591	K14411
isogroup8445	K15909
isogroup43035	K00858
isogroup137249	K14778
isogroup145417	K06628
isogroup22746	K07497
isogroup98946	K06226
isogroup284244	K00671
isogroup326683	K10408
isogroup213120	K10615
isogroup32757	K01362
isogroup45808	K00901
isogroup357256	K17725
isogroup48395	K14616
isogroup546581	K01769
isogroup284732	K11885
isogroup343087	K08806
isogroup208947	K04461
isogroup323738	K03635
isogroup63797	K06641
isogroup82036	K10397
isogroup1523	K03671
isogroup118386	K11262
isogroup73709	K10380
isogroup6761	K20792
isogroup180187	K07497
isogroup87400	K16914
isogroup12375	K09517
isogroup179251	K12231
isogroup305110	K08869
isogroup311220	K10406
isogroup287677	K03010
isogroup160141	K06841
isogroup199636	K19676
isogroup4766	K00106
isogroup195486	K10770
isogroup146327	K04780
isogroup57076	K15692
isogroup289278	K09166
isogroup46358	K01652
isogroup32195	K13988
isogroup6786	K08810
isogroup135652	K09608
isogroup79885	K01115
isogroup62164	K10280
isogroup46775	K19755
isogroup451597	K10408
isogroup277405	K08057
isogroup67710	K08794
isogroup226614	K08378
isogroup158266	K01733
isogroup58064	K12231
isogroup290052	K21866
isogroup276903	K04078
isogroup136931	K11997
isogroup180551	K02355
isogroup27150	K06768
isogroup25948	K15259
isogroup559648	K05665
isogroup19328	K12868
isogroup70435	K06252
isogroup408727	K00939
isogroup227606	K11886
isogroup179825	K06941
isogroup116853	K15340
isogroup75136	K03902
isogroup114844	K03544
isogroup63669	K04967
isogroup192395	K04600
isogroup18404	K10773
isogroup320439	K10392
isogroup162189	K01507
isogroup636184	K17871
isogroup115098	K16055
isogroup304378	K03696
isogroup122256	K15272
isogroup182760	K12842
isogroup113676	K16601
isogroup162379	K19947
isogroup305379	K15015
isogroup229349	K09633
isogroup100460	K15865
isogroup5637	K07904
isogroup547973	K00615
isogroup280100	K03405
isogroup11298	K07883
isogroup304838	K00315
isogroup113129	K11729
isogroup266028	K17086
isogroup276051	K14213
isogroup25689	K03994
isogroup58676	K01379
isogroup49555	K07305
isogroup320289	K12392
isogroup324910	K01955
isogroup265221	K16675
isogroup286160	K12823
isogroup13274	K06174
isogroup307149	K09469
isogroup311814	K05000
isogroup285212	K04371
isogroup180592	K00939
isogroup197780	K04853
isogroup190638	K12035
isogroup67373	K17341
isogroup88462	K14320
isogroup16109	K14546
isogroup42888	K12324
isogroup379548	K04371
isogroup484617	K08630
isogroup55644	K01312
isogroup1227	K09667
isogroup209999	K11592
isogroup556348	K00106
isogroup222126	K07126
isogroup87994	K14950
isogroup284855	K11374
isogroup115330	K01128
isogroup10577	K14616
isogroup331155	K10756
isogroup185559	K00101
isogroup41045	K08576
isogroup282503	K19682
isogroup227117	K07432
isogroup120494	K00503
isogroup220500	K01346
isogroup313293	K10380
isogroup274594	K13356
isogroup293997	K06634
isogroup267831	K03246
isogroup204039	K02335
isogroup330740	K11835
isogroup266901	K08827
isogroup95387	K01025
isogroup294820	K11717
isogroup292451	K12869
isogroup175425	K20093
isogroup116154	K08908
isogroup522722	K10800
isogroup5440	K06560
isogroup68416	K18166
isogroup306373	K00612
isogroup310562	K13412
isogroup189039	K08287
isogroup88636	K11412
isogroup275097	K05766
isogroup83188	K05330
isogroup155172	K08852
isogroup21367	K00021
isogroup11147	K14323
isogroup69777	K03691
isogroup174997	K08287
isogroup336256	K04460
isogroup168903	K08292
isogroup51642	K18628
isogroup266177	K04857
isogroup68010	K08139
isogroup303035	K01556
isogroup223400	K01834
isogroup46712	K07885
isogroup211217	K10615
isogroup109698	K10445
isogroup161341	K04728
isogroup222961	K00615
isogroup77169	K00819
isogroup281475	K03686
isogroup156	K02957
isogroup46838	K03012
isogroup28193	K08378
isogroup221780	K06994
isogroup136981	K05665
isogroup47423	K13293
isogroup234598	K03174
isogroup294539	K12323
isogroup259184	K20893
isogroup173235	K09583
isogroup111477	K21918
isogroup51187	K00710
isogroup46881	K01135
isogroup160664	K20032
isogroup66906	K17360
isogroup323395	K00826
isogroup61853	K00621
isogroup12637	K03247
isogroup31087	K21773
isogroup78849	K13208
isogroup70400	K10803
isogroup323988	K05542
isogroup212167	K17964
isogroup119127	K03098
isogroup21060	K01969
isogroup88022	K15102
isogroup77809	K09608
isogroup230966	K12132
isogroup53457	K00921
isogroup264290	K05794
isogroup174895	K17817
isogroup141485	K10478
isogroup123459	K01267
isogroup38198	K20790
isogroup19053	K03038
isogroup14935	K00799
isogroup413512	K16669
isogroup80946	K06768
isogroup168629	K06226
isogroup309577	K00031
isogroup93327	K09624
isogroup283964	K02183
isogroup237403	K08585
isogroup32060	K03969
isogroup129321	K10327
isogroup289366	K01537
isogroup217242	K19360
isogroup200134	K21440
isogroup40400	K05849
isogroup240063	K12166
isogroup212154	K00799
isogroup119828	K13412
isogroup285503	K09494
isogroup263919	K02437
isogroup336633	K00847
isogroup74938	K01128
isogroup320503	K01491
isogroup5779	K08031
isogroup171534	K00163
isogroup14206	K15369
isogroup298479	K03008
isogroup353591	K10357
isogroup98309	K08649
isogroup154198	K14379
isogroup266383	K04905
isogroup82203	K04150
isogroup35259	K17920
isogroup265601	K10446
isogroup273232	K13354
isogroup290618	K08679
isogroup253113	K10367
isogroup26323	K06643
isogroup80406	K13047
isogroup128044	K16506
isogroup252683	K21440
isogroup45790	K10380
isogroup90091	K01187
isogroup236841	K01624
isogroup26332	K16487
isogroup212512	K03320
isogroup40735	K14427
isogroup275673	K00825
isogroup7991	K08726
isogroup40888	K17086
isogroup77877	K17499
isogroup50874	K08232
isogroup258970	K11977
isogroup199206	K04153
isogroup317252	K04886
isogroup16922	K01907
isogroup79178	K03108
isogroup96055	K12442
isogroup280837	K00958
isogroup14572	K10746
isogroup325035	K01202
isogroup42552	K15103
isogroup207197	K10380
isogroup23940	K10301
isogroup287737	K10408
isogroup257490	K12443
isogroup253057	K04594
isogroup459538	K07436
isogroup113445	K08869
isogroup106729	K03798
isogroup265362	K06207
isogroup315249	K06147
isogroup28160	K16746
isogroup187635	K04077
isogroup346493	K01895
isogroup12564	K19194
isogroup296009	K20367
isogroup298362	K07300
isogroup109983	K02561
isogroup264266	K17580
isogroup173964	K03688
isogroup73947	K03164
isogroup99344	K17499
isogroup3018	K07953
isogroup159462	K12483
isogroup317680	K02501
isogroup270216	K00671
isogroup611245	K17459
isogroup177522	K17690
isogroup118915	K04072
isogroup113717	K19612
isogroup306048	K01382
isogroup12981	K03125
isogroup216833	K08881
isogroup23328	K06158
isogroup63635	K03070
isogroup280319	K14951
isogroup111843	K10615
isogroup242047	K06901
isogroup108399	K02599
isogroup115988	K00227
isogroup56089	K12304
isogroup18071	K08892
isogroup170877	K06255
isogroup267425	K02471
isogroup270320	K04371
isogroup183113	K03130
isogroup241732	K08906
isogroup37001	K12132
isogroup94072	K11000
isogroup94627	K04605
isogroup134336	K02602
isogroup81319	K19199
isogroup364049	K07497
isogroup21597	K03255
isogroup43260	K10875
isogroup265797	K01890
isogroup54401	K10667
isogroup15050	K11584
isogroup149663	K00476
isogroup299873	K01537
isogroup3620	K13912
isogroup176442	K15030
isogroup238319	K17545
isogroup290383	K10688
isogroup161541	K00088
isogroup278503	K11094
isogroup305582	K15285
isogroup15731	K02154
isogroup414665	K04605
isogroup128918	K08504
isogroup264523	K04834
isogroup208841	K02962
isogroup211205	K11426
isogroup75331	K04919
isogroup25699	K15181
isogroup188876	K04706
isogroup284690	K02542
isogroup296301	K04771
isogroup285563	K03039
isogroup35113	K02895
isogroup232755	K00434
isogroup16598	K10394
isogroup441	K09435
isogroup19639	K01874
isogroup302328	K11972
isogroup268489	K07238
isogroup113752	K02564
isogroup61923	K11166
isogroup197803	K10392
isogroup328607	K08582
isogroup157465	K01874
isogroup264428	K19685
isogroup169146	K14771
isogroup41258	K13205
isogroup65134	K07937
isogroup246322	K19801
isogroup190495	K06636
isogroup196479	K14803
isogroup167240	K12823
isogroup37240	K07521
isogroup307079	K12823
isogroup308117	K21396
isogroup402047	K00734
isogroup53388	K00940
isogroup55429	K01176
isogroup40797	K08272
isogroup99772	K12896
isogroup71482	K11800
isogroup189383	K16669
isogroup45596	K09365
isogroup730780	K01077
isogroup73830	K13133
isogroup272977	K03341
isogroup314202	K12856
isogroup23579	K00542
isogroup31039	K21413
isogroup220003	K02872
isogroup197253	K00645
isogroup187555	K02218
isogroup12610	K18758
isogroup213711	K14859
isogroup56665	K12460
isogroup81034	K10809
isogroup285026	K14592
isogroup502631	K16669
isogroup351717	K13179
isogroup291350	K07575
isogroup2241	K09569
isogroup58666	K00228
isogroup129728	K11851
isogroup334378	K10615
isogroup289404	K07562
isogroup84755	K00181
isogroup142578	K10457
isogroup222090	K10277
isogroup74940	K00149
isogroup194209	K20655
isogroup306786	K00464
isogroup299203	K01711
isogroup116195	K00600
isogroup40208	K04905
isogroup23344	K06636
isogroup87618	K00873
isogroup115273	K00889
isogroup39957	K10591
isogroup320081	K03593
isogroup87803	K00101
isogroup278481	K12872
isogroup291859	K03313
isogroup210925	K10615
isogroup10743	K20282
isogroup278019	K04077
isogroup10051	K00311
isogroup113734	K14301
isogroup73453	K01626
isogroup176340	K14003
isogroup157538	K03686
isogroup319648	K00106
isogroup127312	K01298
isogroup308514	K03070
isogroup40691	K03686
isogroup48142	K04460
isogroup26645	K18172
isogroup88440	K05791
isogroup266131	K10583
isogroup61952	K18735
isogroup57269	K18953
isogroup280057	K17586
isogroup221206	K12858
isogroup226075	K12445
isogroup55110	K13102
isogroup54292	K22147
isogroup114813	K07376
isogroup58110	K14379
isogroup118955	K08585
isogroup54050	K16569
isogroup353760	K04648
isogroup54865	K10589
isogroup267473	K10798
isogroup109351	K17572
isogroup265444	K03798
isogroup62051	K08886
isogroup170061	K11977
isogroup39533	K01686
isogroup304462	K04345
isogroup307498	K05643
isogroup210485	K14050
isogroup114040	K03654
isogroup36466	K12404
isogroup279948	K10393
isogroup90637	K15456
isogroup275894	K03217
isogroup292238	K01669
isogroup146862	K08132
isogroup267150	K04604
isogroup225024	K16599
isogroup270046	K00949
isogroup48947	K08830
isogroup165021	K13755
isogroup196175	K19269
isogroup255538	K10325
isogroup4554	K00613
isogroup105	K02893
isogroup24116	K01597
isogroup2825	K15690
isogroup284368	K21396
isogroup194738	K01408
isogroup51594	K07930
isogroup273510	K06792
isogroup66218	K15117
isogroup318769	K08794
isogroup15308	K11150
isogroup192368	K09864
isogroup70296	K21866
isogroup113190	K19413
isogroup198345	K00006
isogroup279021	K17081
isogroup329273	K06125
isogroup24800	K11406
isogroup131387	K04984
isogroup161065	K12816
isogroup1407	K10413
isogroup305442	K03696
isogroup114389	K17506
isogroup171751	K14440
isogroup286942	K00574
isogroup320556	K03524
isogroup266079	K16749
isogroup23528	K12827
isogroup231650	K14768
isogroup290220	K20027
isogroup33775	K10392
isogroup44839	K00058
isogroup76	K02908
isogroup348947	K01511
isogroup154160	K16506
isogroup159018	K19626
isogroup322882	K07755
isogroup201537	K10380
isogroup111060	K01201
isogroup59619	K00814
isogroup108864	K14555
isogroup279421	K09489
isogroup77873	K05849
isogroup147772	K03929
isogroup259654	K04890
isogroup297859	K09571
isogroup457866	K06147
isogroup319358	K10408
isogroup46439	K13293
isogroup30844	K20053
isogroup71802	K08681
isogroup186377	K01069
isogroup388952	K10408
isogroup328468	K03979
isogroup51529	K21879
isogroup30305	K11861
isogroup165137	K02427
isogroup163397	K06133
isogroup65776	K10976
isogroup74323	K13046
isogroup228377	K20278
isogroup161136	K01487
isogroup52224	K08869
isogroup315103	K03319
isogroup19218	K21396
isogroup104630	K01183
isogroup285957	K09540
isogroup83542	K15290
isogroup5537	K11456
isogroup209483	K01054
isogroup117561	K13696
isogroup138438	K11426
isogroup276930	K06636
isogroup170530	K20404
isogroup78033	K14696
isogroup308001	K11804
isogroup188927	K00128
isogroup273709	K12888
isogroup2883	K00500
isogroup140195	K08776
isogroup52379	K16726
isogroup97208	K20098
isogroup181108	K12623
isogroup116845	K09865
isogroup81312	K07408
isogroup112534	K15259
isogroup313416	K03403
isogroup127909	K10642
isogroup22602	K01692
isogroup352017	K08857
isogroup17530	K16738
isogroup81883	K07376
isogroup439196	K06877
isogroup21951	K17601
isogroup94373	K08796
isogroup118082	K17592
isogroup52944	K05931
isogroup61285	K14802
isogroup11190	K02433
isogroup99481	K08716
isogroup196897	K12811
isogroup39355	K01802
isogroup95924	K19788
isogroup145914	K19328
isogroup122652	K19755
isogroup56424	K21456
isogroup276481	K12842
isogroup264076	K03661
isogroup133519	K01754
isogroup61193	K13611
isogroup3621	K12350
isogroup175945	K00101
isogroup226285	K08076
isogroup52567	K08582
isogroup366267	K10408
isogroup307360	K06911
isogroup214691	K15109
isogroup330133	K15336
isogroup199208	K16462
isogroup56445	K07901
isogroup126165	K02966
isogroup103264	K18055
isogroup13976	K10410
isogroup289621	K11204
isogroup32811	K14692
isogroup165168	K01379
isogroup11981	K00461
isogroup385674	K14554
isogroup488858	K15261
isogroup57892	K07512
isogroup554877	K10380
isogroup21547	K10866
isogroup41700	K08745
isogroup192760	K05673
isogroup269268	K14319
isogroup167659	K02069
isogroup273053	K21912
isogroup157955	K00471
isogroup316616	K14402
isogroup215158	K03654
isogroup223506	K03263
isogroup189725	K14209
isogroup62975	K03686
isogroup201900	K10380
isogroup92288	K02087
isogroup66040	K11968
isogroup242525	K01876
isogroup91865	K12492
isogroup2038	K00864
isogroup36729	K11849
isogroup312509	K19028
isogroup548260	K02987
isogroup114949	K06269
isogroup210299	K06971
isogroup278348	K17725
isogroup214407	K07497
isogroup206275	K12567
isogroup48930	K01462
isogroup16730	K17095
isogroup306668	K10573
isogroup118715	K08582
isogroup297926	K08824
isogroup14990	K08045
isogroup21247	K13219
isogroup153803	K04840
isogroup81657	K17790
isogroup113969	K00814
isogroup11120	K18032
isogroup173639	K08869
isogroup186678	K05389
isogroup2235	K14008
isogroup136323	K22066
isogroup453534	K04392
isogroup406262	K12874
isogroup274766	K00655
isogroup232952	K01415
isogroup288021	K13984
isogroup80259	K08857
isogroup492392	K12198
isogroup297494	K13210
isogroup159517	K10457
isogroup123337	K14801
isogroup172580	K10799
isogroup117977	K17341
isogroup49598	K12021
isogroup351332	K11262
isogroup170666	K03798
isogroup264216	K00645
isogroup14304	K04730
isogroup269133	K12307
isogroup104228	K08821
isogroup198828	K10364
isogroup159585	K01148
isogroup45920	K13761
isogroup29034	K16675
isogroup103901	K00002
isogroup449155	K10380
isogroup230872	K11498
isogroup57399	K07376
isogroup76234	K01324
isogroup177553	K13990
isogroup40939	K19755
isogroup55556	K11858
isogroup356701	K01071
isogroup35560	K10443
isogroup52288	K06947
isogroup117255	K00164
isogroup296091	K05340
isogroup46015	K04461
isogroup190256	K03657
isogroup226334	K15711
isogroup202947	K10860
isogroup407722	K03253
isogroup127290	K18665
isogroup51631	K04362
isogroup181075	K11366
isogroup63447	K02218
isogroup303241	K10754
isogroup10110	K15980
isogroup38318	K16673
isogroup207433	K10268
isogroup278020	K02945
isogroup291633	K01689
isogroup290239	K01581
isogroup127654	K17421
isogroup25424	K16684
isogroup192378	K03046
isogroup205891	K04371
isogroup44495	K05087
isogroup290782	K02599
isogroup267872	K02030
isogroup83449	K14616
isogroup341427	K11835
isogroup67886	K20477
isogroup115247	K05285
isogroup160335	K14404
isogroup55726	K17689
isogroup213326	K10394
isogroup65720	K01869
isogroup97395	K00700
isogroup63516	K01755
isogroup113128	K06997
isogroup109555	K08796
isogroup203632	K17586
isogroup144213	K00738
isogroup281571	K01667
isogroup290124	K00809
isogroup87176	K14613
isogroup153159	K01070
isogroup265032	K01624
isogroup183757	K11450
isogroup42654	K03767
isogroup268549	K20791
isogroup12670	K14457
isogroup207424	K08851
isogroup38532	K02187
isogroup61713	K06901
isogroup71705	K11161
isogroup267547	K08343
isogroup38363	K22069
isogroup264337	K01738
isogroup42715	K08517
isogroup114015	K10799
isogroup104796	K01625
isogroup170621	K02183
isogroup135366	K01895
isogroup67132	K14648
isogroup190829	K13614
isogroup74085	K13719
isogroup61172	K03990
isogroup64289	K14416
isogroup152957	K00434
isogroup280838	K03251
isogroup120021	K14501
isogroup285390	K03252
isogroup175060	K07422
isogroup125062	K12436
isogroup33561	K03174
isogroup87003	K07497
isogroup287779	K00130
isogroup257153	K11857
isogroup172917	K12591
isogroup74786	K20362
isogroup348281	K11317
isogroup306477	K01687
isogroup286866	K00856
isogroup292182	K04371
isogroup229521	K01768
isogroup44603	K12823
isogroup81794	K14838
isogroup238313	K02184
isogroup200351	K08151
isogroup39295	K01090
isogroup23945	K17535
isogroup35890	K00522
isogroup42383	K07119
isogroup270783	K13354
isogroup276279	K08857
isogroup299986	K08857
isogroup40776	K05701
isogroup338570	K11838
isogroup84082	K10405
isogroup24511	K06236
isogroup111646	K00799
isogroup337934	K00059
isogroup56416	K08983
isogroup269161	K12471
isogroup290964	K10380
isogroup229282	K17943
isogroup147372	K12655
isogroup119885	K09571
isogroup391699	K03294
isogroup214876	K00231
isogroup85419	K10808
isogroup268497	K05849
isogroup416888	K17255
isogroup181829	K14376
isogroup24403	K02206
isogroup19778	K14994
isogroup38784	K00164
isogroup345168	K05181
isogroup272645	K22207
isogroup159373	K08957
isogroup154370	K04919
isogroup26736	K09667
isogroup118823	K18458
isogroup108062	K07374
isogroup17785	K05011
isogroup275250	K11187
isogroup90447	K04593
isogroup242731	K02350
isogroup199829	K07404
isogroup19417	K08670
isogroup195586	K18327
isogroup183238	K06269
