Cladocopium293578	K22370
Mcavernosa11273	K14620
Cladocopium100543	K04984
Mcavernosa23590	K01128
Mcavernosa04166	K10888
Cladocopium206892	K00088
Cladocopium266250	K04461
Cladocopium195658	K10398
Cladocopium172290	K04840
Mcavernosa27404	K11647
Cladocopium197189	K17916
Cladocopium166847	K00816
Cladocopium121300	K00387
Cladocopium124939	K09553
Mcavernosa07192	K00444
Mcavernosa09227	K15261
Mcavernosa10331	K11262
Mcavernosa25259	K01135
Cladocopium268887	K07407
Cladocopium116295	K13172
Mcavernosa09418	K09341
Mcavernosa03356	K14311
Cladocopium301521	K06180
Cladocopium41182	K03246
Mcavernosa10309	K23285
Mcavernosa14642	K09257
Cladocopium417183	K03320
Mcavernosa04869	K02958
Cladocopium266668	K01135
Cladocopium159090	K10768
Cladocopium112010	K10400
Cladocopium265020	K11594
Cladocopium281657	K00545
Mcavernosa33720	K01365
Cladocopium268611	K08288
Mcavernosa11236	K01135
Cladocopium204507	K00933
Cladocopium41616	K10755
Mcavernosa34023	K04520
Mcavernosa26930	K12504
Mcavernosa13608	K13352
Mcavernosa32117	K01969
Mcavernosa20274	K01131
Mcavernosa21623	K01183
Mcavernosa09093	K03654
Cladocopium275679	K10401
Mcavernosa14669	K17086
Cladocopium61364	K19329
Mcavernosa02109	K08957
Cladocopium112245	K03294
Cladocopium116588	K01176
Cladocopium337887	K17619
Mcavernosa23216	K02219
Cladocopium114335	K14997
Cladocopium152856	K19002
Mcavernosa23358	K17201
Cladocopium400328	K10846
Mcavernosa21807	K00451
Cladocopium57373	K08857
Cladocopium88183	K09840
Cladocopium247261	K07937
Mcavernosa18900	K01020
Mcavernosa08100	K10413
Cladocopium183582	K20279
Cladocopium172669	K09595
Mcavernosa04665	K08653
Cladocopium89006	K05941
Mcavernosa16894	K18081
Cladocopium300253	K11131
Cladocopium230658	K01176
Mcavernosa03935	K09322
Cladocopium349536	K14802
Cladocopium194625	K13750
Cladocopium29611	K00605
Cladocopium72472	K07305
Cladocopium333991	K12460
Cladocopium281162	K01179
Mcavernosa14751	K09404
Mcavernosa10294	K14689
Mcavernosa16679	K13862
Mcavernosa22901	K06819
Mcavernosa35112	K23286
Mcavernosa27222	K10408
Cladocopium239345	K10408
Mcavernosa14002	K20795
Cladocopium39103	K13412
Cladocopium116720	K18826
Cladocopium324720	K13510
Mcavernosa31803	K11450
Mcavernosa12052	K07478
Mcavernosa02949	K00128
Mcavernosa20118	K09422
Cladocopium76468	K09571
Mcavernosa21778	K09598
Mcavernosa09628	K03124
Mcavernosa03912	K20472
Cladocopium266164	K21768
Mcavernosa13601	K17341
Mcavernosa08787	K13291
Mcavernosa18587	K01586
Cladocopium289723	K19683
Cladocopium282980	K20346
Cladocopium92776	K04710
Cladocopium274077	K16745
Mcavernosa08987	K13212
Cladocopium48938	K14835
Cladocopium178528	K04986
Mcavernosa05266	K03845
Cladocopium298930	K00665
Cladocopium71993	K00324
Mcavernosa21215	K04224
Cladocopium268020	K03455
Cladocopium165108	K15865
Mcavernosa02462	K17689
Mcavernosa25193	K18050
Cladocopium120381	K01809
Cladocopium113976	K10380
Cladocopium33142	K00821
Mcavernosa32609	K00688
Mcavernosa09301	K00505
Mcavernosa13211	K17986
Cladocopium271673	K08808
Cladocopium120209	K18763
Cladocopium272530	K00991
Cladocopium37686	K20606
Mcavernosa18327	K05888
Cladocopium299680	K12349
Mcavernosa11776	K07809
Cladocopium218651	K01365
Mcavernosa17698	K04919
Cladocopium228384	K13298
Mcavernosa08022	K02993
Cladocopium251595	K00101
Mcavernosa20726	K04919
Cladocopium232695	K18059
Cladocopium81205	K04461
Mcavernosa08098	K10413
Mcavernosa03339	K09666
Mcavernosa13317	K22697
Mcavernosa27616	K05357
Mcavernosa00605	K04564
Mcavernosa31433	K00274
Cladocopium299671	K03018
Mcavernosa16271	K06671
Mcavernosa13181	K15272
Cladocopium120482	K22182
Cladocopium62725	K13748
Mcavernosa11527	K06823
Cladocopium163572	K13755
Cladocopium184402	K10395
Mcavernosa24152	K17501
Cladocopium308990	K18059
Mcavernosa31560	K05768
Cladocopium20793	K00726
Cladocopium15122	K14510
Cladocopium264081	K02918
Mcavernosa24322	K14411
Cladocopium205246	K00810
Mcavernosa18714	K18584
Cladocopium48808	K03768
Mcavernosa15400	K04364
Cladocopium118349	K11844
Cladocopium121425	K08332
Cladocopium284845	K11594
Mcavernosa00286	K19502
Mcavernosa11570	K06841
Cladocopium283385	K14677
Cladocopium109145	K05656
Cladocopium52104	K00218
Mcavernosa21422	K08202
Cladocopium327773	K14312
Mcavernosa03325	K08003
Cladocopium225425	K06413
Mcavernosa28328	K22137
Cladocopium306654	K12823
Cladocopium287820	K13126
Mcavernosa03796	K07375
Cladocopium186133	K00710
Cladocopium293041	K00088
Cladocopium269321	K03011
Mcavernosa24226	K02358
Cladocopium157603	K06978
Cladocopium477510	K02115
Cladocopium284798	K04739
Cladocopium43286	K00208
Cladocopium312022	K22943
Mcavernosa27710	K08069
Mcavernosa02932	K04814
Cladocopium54978	K10380
Mcavernosa28792	K00289
Cladocopium179821	K19352
Mcavernosa01953	K11981
Cladocopium299935	K19671
Mcavernosa00920	K00249
Cladocopium270108	K11969
Mcavernosa05508	K10532
Cladocopium189233	K00615
Mcavernosa03166	K00965
Mcavernosa09464	K04357
Mcavernosa33768	K11149
Cladocopium287677	K03010
Cladocopium279320	K05658
Mcavernosa15995	K07376
Cladocopium168941	K01758
Cladocopium117548	K10858
Cladocopium280079	K00826
Cladocopium29424	K01611
Mcavernosa19473	K05641
Mcavernosa23078	K00878
Mcavernosa21305	K10995
Mcavernosa01729	K04615
Mcavernosa28691	K05728
Mcavernosa02200	K11842
Mcavernosa04400	K02941
Mcavernosa07121	K04495
Mcavernosa15757	K10400
Cladocopium264994	K10396
Cladocopium68684	K01802
Cladocopium218961	K01408
Cladocopium267424	K07936
Mcavernosa17279	K13173
Cladocopium269298	K04904
Cladocopium119475	K10380
Cladocopium275185	K16292
Cladocopium116017	K12823
Cladocopium201611	K19307
Cladocopium274718	K14458
Mcavernosa15602	K04131
Cladocopium295715	K18752
Cladocopium219642	K10477
Cladocopium40735	K14427
Mcavernosa16789	K10464
Mcavernosa29137	K16506
Mcavernosa32510	K13763
Cladocopium271165	K11407
Cladocopium234015	K01006
Mcavernosa04688	K10380
Cladocopium64247	K01358
Mcavernosa25684	K04978
Cladocopium51341	K13750
Cladocopium398728	K10645
Mcavernosa23009	K07914
Cladocopium113924	K13755
Mcavernosa23976	K05121
Cladocopium117925	K19613
Cladocopium275664	K02998
Cladocopium54515	K08798
Mcavernosa29546	K01025
Mcavernosa13369	K05724
Cladocopium269784	K03013
Mcavernosa17701	K03992
Cladocopium113002	K13755
Cladocopium118685	K16675
Mcavernosa22765	K06766
Cladocopium299361	K04345
Cladocopium248036	K07937
Mcavernosa07665	K12668
Cladocopium273951	K00794
Cladocopium96351	K08850
Cladocopium156393	K04043
Mcavernosa17623	K14561
Cladocopium318343	K01673
Mcavernosa12721	K08515
Cladocopium310454	K20877
Mcavernosa11382	K22696
Cladocopium72329	K14442
Cladocopium288822	K17267
Cladocopium244505	K16809
Mcavernosa07920	K03469
Cladocopium317916	K01369
Mcavernosa07222	K18933
Cladocopium271959	K17619
Cladocopium272021	K09586
Cladocopium117034	K07198
Cladocopium161254	K03235
Cladocopium283826	K02950
Cladocopium99465	K19626
Mcavernosa18752	K19675
Mcavernosa21222	K01142
Cladocopium289586	K15423
Cladocopium102782	K11160
Cladocopium267907	K08803
Cladocopium112166	K01069
Cladocopium316586	K13010
Cladocopium173024	K00889
Cladocopium254369	K01904
Cladocopium306668	K10573
Cladocopium312642	K08900
Cladocopium268829	K04905
Cladocopium293056	K13125
Mcavernosa14059	K22868
Cladocopium175796	K15429
Cladocopium354687	K04605
Cladocopium294172	K04348
Mcavernosa16483	K18628
Mcavernosa10556	K08817
Cladocopium26020	K10407
Mcavernosa33584	K17199
Mcavernosa00945	K13142
Cladocopium119839	K14379
Mcavernosa04121	K04142
Mcavernosa04482	K16175
Cladocopium167240	K12823
Cladocopium103513	K02503
Mcavernosa02234	K17307
Cladocopium299326	K01214
Cladocopium117002	K03267
Mcavernosa10477	K22866
Cladocopium102900	K08800
Mcavernosa08109	K03899
Mcavernosa34599	K05728
Cladocopium31868	K11481
Cladocopium207128	K10367
Cladocopium285511	K08727
Cladocopium188201	K17732
Cladocopium265444	K03798
Cladocopium284963	K05755
Cladocopium223111	K01640
Mcavernosa12909	K17834
Mcavernosa28817	K20092
Mcavernosa04810	K08824
Mcavernosa10077	K06129
Cladocopium282427	K03686
Cladocopium178981	K08869
Cladocopium57725	K20715
Cladocopium264071	K12877
Cladocopium205982	K01404
Mcavernosa18017	K02907
Mcavernosa12871	K10448
Mcavernosa07758	K23334
Cladocopium352636	K00940
Cladocopium219366	K13179
Cladocopium65126	K04905
Cladocopium39828	K02537
Mcavernosa18749	K17562
Cladocopium187654	K14589
Cladocopium261911	K06027
Cladocopium113365	K15078
Mcavernosa14789	K23257
Mcavernosa18132	K04097
Cladocopium122934	K17964
Cladocopium121665	K15656
Cladocopium153863	K10614
Cladocopium121767	K18764
Mcavernosa20768	K06974
Mcavernosa11117	K04239
Mcavernosa25338	K03679
Mcavernosa33333	K14445
Mcavernosa29940	K11406
Mcavernosa19162	K04661
Mcavernosa31984	K01745
Cladocopium115774	K19327
Mcavernosa32623	K05673
Cladocopium180522	K15986
Cladocopium67556	K04460
Mcavernosa17955	K00182
Mcavernosa12450	K08132
Cladocopium391736	K12164
Mcavernosa33815	K11857
Mcavernosa09327	K17728
Mcavernosa20573	K10416
Mcavernosa21132	K01228
Mcavernosa27819	K14302
Cladocopium197505	K10406
Cladocopium48006	K07300
Mcavernosa02606	K15455
Mcavernosa07827	K19513
Mcavernosa23890	K05099
Cladocopium283729	K12813
Cladocopium195012	K11187
Mcavernosa04418	K02599
Mcavernosa00330	K06225
Cladocopium194397	K12440
Mcavernosa21202	K14611
Cladocopium53124	K09773
Cladocopium47407	K08139
Cladocopium185477	K12132
Cladocopium292944	K14842
Cladocopium284632	K02377
Cladocopium52726	K21867
Cladocopium69198	K04043
Mcavernosa13846	K01896
Mcavernosa05728	K17576
Cladocopium45402	K21867
Mcavernosa12812	K15779
Mcavernosa11378	K10290
Cladocopium118497	K00472
Mcavernosa04745	K17495
Cladocopium39461	K18059
Cladocopium56707	K17972
Cladocopium268314	K03113
Mcavernosa03976	K13163
Cladocopium198869	K10165
Cladocopium306449	K16608
Mcavernosa09040	K07560
Mcavernosa05946	K14071
Cladocopium46577	K00026
Cladocopium173760	K10357
Mcavernosa30574	K00342
Cladocopium235727	K23330
Cladocopium271575	K11437
Cladocopium230872	K11498
Cladocopium282965	K10396
Mcavernosa14364	K10256
Cladocopium155037	K20198
Cladocopium228292	K14774
Cladocopium203027	K17964
Cladocopium283105	K00820
Cladocopium269308	K02087
Mcavernosa21196	K14611
Cladocopium310168	K13755
Cladocopium113640	K00901
Cladocopium266708	K07299
Cladocopium333665	K05884
Cladocopium79427	K05681
Mcavernosa14234	K05607
Mcavernosa16148	K05463
Mcavernosa13779	K05312
Cladocopium237900	K03762
Cladocopium112319	K20032
Cladocopium195796	K18059
Cladocopium188500	K12837
Cladocopium285768	K00010
Mcavernosa28799	K17795
Cladocopium293494	K14457
Cladocopium164233	K12396
Mcavernosa14442	K02880
Cladocopium273510	K06793
Cladocopium163914	K03737
Cladocopium38623	K10427
Mcavernosa12942	K00901
Mcavernosa07000	K13754
Mcavernosa34847	K16910
Mcavernosa13590	K04650
Cladocopium205429	K10457
Mcavernosa03519	K02493
Cladocopium264729	K14079
Mcavernosa16994	K09660
Cladocopium102222	K03798
Mcavernosa10950	K02877
Cladocopium264885	K20029
Cladocopium20588	K17600
Cladocopium203821	K15634
Cladocopium33312	K14407
Cladocopium168098	K10401
Cladocopium175359	K08869
Mcavernosa20789	K01017
Cladocopium69685	K00465
Cladocopium115230	K20305
Cladocopium64577	K12436
Cladocopium293567	K19002
Mcavernosa27933	K14857
Mcavernosa24658	K10277
Cladocopium80068	K01759
Mcavernosa09334	K17592
Mcavernosa22880	K13102
Mcavernosa02193	K06174
Cladocopium230146	K14379
Cladocopium273969	K01534
Mcavernosa13452	K03174
Cladocopium49724	K10704
Cladocopium223716	K15272
Cladocopium183862	K03424
Cladocopium190678	K17341
Cladocopium210701	K03130
Cladocopium293821	K17609
Cladocopium152437	K04706
Mcavernosa22493	K00802
Cladocopium110890	K17584
Cladocopium281205	K20359
Cladocopium167441	K14379
Cladocopium123965	K23257
Mcavernosa32364	K22754
Cladocopium236012	K05349
Mcavernosa02761	K14411
Cladocopium82466	K01382
Cladocopium31514	K13750
Cladocopium259540	K07874
Cladocopium327368	K02259
Cladocopium282701	K01913
Cladocopium157070	K07901
Cladocopium344388	K23330
Cladocopium264670	K00471
Mcavernosa35153	K13278
Mcavernosa09635	K02433
Mcavernosa05095	K17335
Cladocopium185040	K18384
Cladocopium295151	K14079
Cladocopium374409	K08333
Mcavernosa13044	K01301
Cladocopium191336	K18598
Mcavernosa09693	K13706
Cladocopium318435	K19539
Mcavernosa10998	K02930
Cladocopium320569	K13184
Mcavernosa16231	K14388
Cladocopium342241	K19801
Cladocopium265259	K19681
Mcavernosa00733	K22390
Mcavernosa30207	K00591
Mcavernosa07580	K23048
Mcavernosa19729	K06841
Mcavernosa32023	K11799
Cladocopium223158	K20182
Mcavernosa23657	K11991
Mcavernosa33211	K12883
Cladocopium378898	K05724
Mcavernosa32600	K14791
Mcavernosa26424	K07512
Mcavernosa21518	K15279
Cladocopium99873	K05544
Cladocopium296663	K08488
Cladocopium263983	K09499
Mcavernosa17557	K13047
Mcavernosa35070	K05092
Cladocopium94564	K13526
Cladocopium358202	K10397
Cladocopium264060	K10410
Mcavernosa32806	K18334
Cladocopium308509	K20032
Mcavernosa18370	K13885
Cladocopium115519	K00574
Cladocopium114644	K14810
Cladocopium202885	K11804
Cladocopium331469	K10408
Mcavernosa00023	K04430
Mcavernosa08130	K03899
Cladocopium21105	K05679
Mcavernosa13577	K14779
Cladocopium288408	K01955
Mcavernosa13490	K03018
Mcavernosa25662	K12669
Cladocopium188522	K06180
Cladocopium182849	K00476
Mcavernosa31690	K08375
Cladocopium264336	K09553
Cladocopium247509	K12373
Cladocopium269152	K19009
Mcavernosa06278	K18179
Mcavernosa17489	K05051
Cladocopium265695	K12132
Cladocopium285861	K04575
Mcavernosa30079	K11793
Mcavernosa27325	K17341
Mcavernosa29751	K06875
Cladocopium104551	K12811
Cladocopium79937	K01114
Cladocopium270969	K16602
Cladocopium295585	K00314
Mcavernosa02242	K06067
Mcavernosa34606	K11149
Mcavernosa02077	K00164
Cladocopium237674	K04345
Cladocopium162850	K15382
Cladocopium268821	K10737
Cladocopium201116	K14206
Mcavernosa19022	K13353
Cladocopium226075	K12445
Cladocopium86236	K14652
Cladocopium262751	K01648
Mcavernosa21059	K18274
Cladocopium41273	K10442
Cladocopium288988	K17086
Mcavernosa25965	K19944
Mcavernosa22606	K18622
Mcavernosa16491	K21249
Mcavernosa10147	K15261
Cladocopium52384	K01869
Mcavernosa20273	K01131
Cladocopium347374	K15110
Mcavernosa24408	K15309
Cladocopium268722	K06890
Cladocopium66377	K10408
Mcavernosa11277	K01537
Cladocopium211287	K03362
Cladocopium58063	K16462
Mcavernosa15458	K09395
Cladocopium119389	K01754
Cladocopium286252	K14997
Cladocopium293447	K01918
Mcavernosa04108	K08497
Mcavernosa13110	K02868
Cladocopium291754	K17964
Cladocopium225047	K04043
Cladocopium166445	K09553
Mcavernosa31041	K12876
Mcavernosa19039	K10454
Cladocopium45920	K13761
Mcavernosa33275	K06569
Mcavernosa23347	K13755
Cladocopium41051	K04688
Cladocopium81059	K22684
Mcavernosa33244	K14079
Mcavernosa27085	K03953
Mcavernosa01111	K08132
Cladocopium181333	K13448
Cladocopium38932	K13095
Mcavernosa03332	K19023
Cladocopium218675	K00002
Cladocopium343829	K03665
Mcavernosa31388	K15166
Mcavernosa21668	K02984
Mcavernosa25691	K04988
Cladocopium235481	K17506
Cladocopium269644	K09628
Cladocopium57732	K01103
Mcavernosa32058	K04810
Cladocopium55523	K15103
Mcavernosa28713	K04707
Cladocopium42241	K12524
Mcavernosa16787	K00721
Cladocopium53263	K12272
Mcavernosa03067	K08810
Cladocopium56988	K17065
Cladocopium21837	K13109
Mcavernosa27833	K15103
Cladocopium196175	K19269
Cladocopium80809	K12856
Cladocopium43594	K01834
Cladocopium241897	K01279
Cladocopium114695	K08139
Cladocopium57838	K19584
Mcavernosa11917	K12591
Mcavernosa01974	K04612
Cladocopium193790	K09839
Mcavernosa14066	K06173
Cladocopium100206	K10860
Cladocopium114106	K08582
Mcavernosa33661	K03362
Cladocopium40939	K19755
Mcavernosa11793	K03175
Cladocopium42752	K20093
Mcavernosa27673	K01017
Cladocopium209532	K08220
Cladocopium227642	K10848
Cladocopium117017	K12606
Cladocopium197925	K01895
Mcavernosa23536	K01349
Mcavernosa22590	K17928
Cladocopium446930	K02941
Mcavernosa23763	K03873
Cladocopium76868	K10393
Cladocopium239370	K10394
Cladocopium43102	K04739
Mcavernosa25710	K15837
Mcavernosa30607	K00819
Cladocopium313023	K14998
Cladocopium215112	K00951
Mcavernosa29953	K09995
Mcavernosa18621	K17776
Cladocopium60887	K14408
Mcavernosa06395	K01020
Cladocopium295898	K13412
Cladocopium179605	K07512
Cladocopium41055	K03455
Cladocopium250033	K02575
Cladocopium104376	K10396
Mcavernosa01421	K12586
Cladocopium115098	K16055
Mcavernosa07627	K19601
Mcavernosa28405	K17418
Cladocopium81657	K17790
Mcavernosa32731	K19531
Cladocopium114008	K15502
Cladocopium116538	K17800
Cladocopium324754	K20198
Mcavernosa01963	K14455
Mcavernosa16390	K14387
Cladocopium103967	K04854
Cladocopium39006	K14797
Mcavernosa03513	K01025
Mcavernosa10007	K15014
Cladocopium44306	K12882
Cladocopium320572	K03857
Cladocopium274021	K03595
Cladocopium222967	K01669
Mcavernosa01959	K18953
Cladocopium36545	K16462
Mcavernosa21662	K03320
Cladocopium257896	K01623
Cladocopium173540	K10380
Cladocopium78853	K20293
Mcavernosa28683	K06259
Mcavernosa18178	K19365
Mcavernosa26191	K21403
Cladocopium184190	K00726
Mcavernosa24497	K04224
Cladocopium195996	K01867
Cladocopium426183	K14297
Mcavernosa28383	K06624
Cladocopium198298	K07017
Cladocopium284848	K01714
Cladocopium203588	K08790
Cladocopium276757	K02935
Cladocopium345795	K05012
Mcavernosa31864	K19499
Cladocopium228844	K13806
Mcavernosa28137	K10380
Mcavernosa04279	K14810
Cladocopium265126	K05340
Mcavernosa13395	K12389
Cladocopium220157	K06316
Cladocopium181829	K14376
Mcavernosa25637	K22017
Mcavernosa09251	K05110
Mcavernosa10349	K18749
Mcavernosa16267	K17341
Mcavernosa15446	K01204
Mcavernosa15545	K02342
Mcavernosa01531	K10425
Cladocopium153226	K08848
Cladocopium173571	K10595
Cladocopium258935	K15029
Cladocopium161604	K12460
Mcavernosa00424	K14689
Cladocopium266677	K00057
Mcavernosa03264	K05186
Cladocopium33293	K10738
Mcavernosa02269	K07440
Cladocopium209452	K03320
Cladocopium292648	K03696
Cladocopium85094	K12447
Cladocopium205253	K04950
Cladocopium290068	K09518
Mcavernosa09074	K02183
Mcavernosa11092	K06890
Cladocopium10579	K14442
Cladocopium182098	K06130
Mcavernosa11506	K17495
Cladocopium45460	K01176
Mcavernosa30718	K20777
Mcavernosa03117	K02580
Mcavernosa26049	K07575
Mcavernosa06899	K05763
Mcavernosa28469	K23342
Cladocopium51620	K00140
Mcavernosa13190	K16819
Mcavernosa32743	K05690
Cladocopium113748	K12132
Cladocopium113253	K08292
Mcavernosa14396	K02953
Cladocopium293840	K14297
Cladocopium61193	K13611
Mcavernosa05001	K14072
Cladocopium166444	K14938
Cladocopium279993	K04460
Mcavernosa32869	K17080
Mcavernosa08885	K07998
Mcavernosa03860	K15450
Cladocopium304150	K20498
Cladocopium85266	K10799
Mcavernosa20923	K10669
Cladocopium54071	K11502
Cladocopium186807	K01760
Cladocopium195137	K03320
Cladocopium118393	K11163
Cladocopium285996	K17261
Cladocopium325040	K20279
Cladocopium79170	K10380
Mcavernosa03280	K01432
Cladocopium35189	K04799
Cladocopium85629	K15332
Mcavernosa03048	K10419
Mcavernosa10605	K16797
Cladocopium114462	K23029
Cladocopium196605	K06228
Mcavernosa03435	K00814
Cladocopium304680	K19755
Cladocopium116231	K12836
Cladocopium319810	K00700
Cladocopium266501	K07376
Cladocopium183207	K08574
Cladocopium214085	K00472
Mcavernosa00442	K03671
Mcavernosa05808	K17254
Mcavernosa09872	K08958
Mcavernosa07503	K01784
Cladocopium289366	K01537
Cladocopium296510	K20296
Cladocopium230539	K11752
Mcavernosa23713	K00744
Cladocopium189480	K08794
Cladocopium264122	K03233
Mcavernosa20014	K08029
Cladocopium407511	K00710
Mcavernosa22921	K14638
Mcavernosa05232	K06763
Cladocopium151025	K04856
Mcavernosa04247	K01493
Mcavernosa29673	K09627
Cladocopium56385	K01240
Mcavernosa09175	K10895
Mcavernosa13972	K12389
Cladocopium83139	K04371
Cladocopium207255	K00382
Mcavernosa05092	K17458
Cladocopium317114	K06573
Mcavernosa18711	K18078
Mcavernosa25190	K17496
Cladocopium166916	K02183
Cladocopium113657	K10408
Mcavernosa04683	K17964
Cladocopium45509	K13336
Mcavernosa00279	K08489
Cladocopium90669	K05681
Mcavernosa27972	K05612
Cladocopium295872	K19753
Mcavernosa03692	K21440
Cladocopium257342	K03234
Mcavernosa05811	K10645
Mcavernosa15552	K00503
Cladocopium310039	K15779
Cladocopium191227	K17508
Mcavernosa14645	K09257
Mcavernosa16833	K04565
Cladocopium532616	K00645
Mcavernosa08960	K17265
Mcavernosa08213	K03108
Cladocopium453091	K13412
Mcavernosa07313	K16662
Cladocopium248277	K01414
Cladocopium289507	K14427
Mcavernosa31206	K04346
Mcavernosa01981	K06630
Cladocopium203562	K10408
Cladocopium55429	K01176
Cladocopium25970	K08776
Cladocopium113894	K01379
Mcavernosa18212	K11456
Mcavernosa20262	K12194
Cladocopium46636	K18213
Cladocopium75461	K00816
Mcavernosa31693	K04571
